X [ m ], Y [ m ], Z [ m ], Temperature [ K ], Velocity [ m s^-1 ], Velocity w [ m s^-1 ]
0.0000000000,0.0049574310,0.0479932986,298.1809997600,0.0015501247,-0.0015203622
0.0000000000,0.0049734470,0.0479932986,298.1821594200,0.0016071404,-0.0015738917
0.0000000000,0.0049894629,0.0479932986,298.1833496100,0.0016642403,-0.0016274214
0.0000000000,0.0050054789,0.0479932986,298.1845397900,0.0017214157,-0.0016809509
0.0000000000,0.0050214948,0.0479932986,298.1857910200,0.0017805349,-0.0017360669
0.0000000000,0.0050375108,0.0479932986,298.1869812000,0.0018379524,-0.0017888298
0.0000000000,0.0050535267,0.0479932986,298.1882019000,0.0018940624,-0.0018399666
0.0000000000,0.0050695427,0.0479932986,298.1894226100,0.0019502824,-0.0018911032
0.0000000000,0.0050855586,0.0479932986,298.1906127900,0.0020066032,-0.0019422399
0.0000000000,0.0051015746,0.0479932986,298.1918335000,0.0020630169,-0.0019933765
0.0000000000,0.0051175905,0.0479932986,298.1930542000,0.0021195158,-0.0020445131
0.0000000000,0.0051336065,0.0479932986,298.1942443800,0.0021760929,-0.0020956497
0.0000000000,0.0051496224,0.0479932986,298.1954345700,0.0022307986,-0.0021447043
0.0000000000,0.0051656384,0.0479932986,298.1967163100,0.0022882253,-0.0021948095
0.0000000000,0.0051816544,0.0479932986,298.1979675300,0.0023457853,-0.0022450401
0.0000000000,0.0051976703,0.0479932986,298.1991882300,0.0024034665,-0.0022953032
0.0000000000,0.0052136863,0.0479932986,298.2004394500,0.0024612595,-0.0023455652
0.0000000000,0.0052297022,0.0479932986,298.2016906700,0.0025175943,-0.0023938213
0.0000000000,0.0052457182,0.0479932986,298.2029418900,0.0025724492,-0.0024400079
0.0000000000,0.0052617341,0.0479932986,298.2041626000,0.0026274391,-0.0024861943
0.0000000000,0.0052777501,0.0479932986,298.2054138200,0.0026824113,-0.0025322803
0.0000000000,0.0052937660,0.0479932986,298.2066345200,0.0027368192,-0.0025778955
0.0000000000,0.0053097820,0.0479932986,298.2078552200,0.0027913318,-0.0026235108
0.0000000000,0.0053257979,0.0479932986,298.2090454100,0.0028454529,-0.0026684520
0.0000000000,0.0053418139,0.0479932986,298.2102661100,0.0028950290,-0.0027069510
0.0000000000,0.0053578299,0.0479932986,298.2114868200,0.0029492835,-0.0027497176
0.0000000000,0.0053738458,0.0479932986,298.2127685500,0.0030051304,-0.0027938399
0.0000000000,0.0053898618,0.0479932986,298.2140502900,0.0030611295,-0.0028379622
0.0000000000,0.0054058777,0.0479932986,298.2153015100,0.0031172726,-0.0028820848
0.0000000000,0.0054218937,0.0479932986,298.2165832500,0.0031735518,-0.0029262071
0.0000000000,0.0054379096,0.0479932986,298.2178649900,0.0032299601,-0.0029703295
0.0000000000,0.0054539256,0.0479932986,298.2191467300,0.0032860558,-0.0030135238
0.0000000000,0.0054699415,0.0479932986,298.2203979500,0.0033421416,-0.0030564079
0.0000000000,0.0054859575,0.0479932986,298.2216796900,0.0033983579,-0.0030992916
0.0000000000,0.0055019734,0.0479932986,298.2229919400,0.0034545844,-0.0031412295
0.0000000000,0.0055179894,0.0479932986,298.2243042000,0.0035107576,-0.0031813039
0.0000000000,0.0055340054,0.0479932986,298.2256164600,0.0035671208,-0.0032213784
0.0000000000,0.0055500213,0.0479932986,298.2269287100,0.0036236648,-0.0032614528
0.0000000000,0.0055660373,0.0479932986,298.2282714800,0.0036803817,-0.0033015274
0.0000000000,0.0055820532,0.0479932986,298.2295837400,0.0037359723,-0.0033401824
0.0000000000,0.0055980692,0.0479932986,298.2308654800,0.0037887187,-0.0033755177
0.0000000000,0.0056140851,0.0479932986,298.2321167000,0.0038416409,-0.0034108525
0.0000000000,0.0056301011,0.0479932986,298.2333984400,0.0038947323,-0.0034461876
0.0000000000,0.0056461170,0.0479932986,298.2346801800,0.0039469628,-0.0034799455
0.0000000000,0.0056621330,0.0479932986,298.2359619100,0.0039992603,-0.0035110535
0.0000000000,0.0056781489,0.0479932986,298.2372741700,0.0040519470,-0.0035423769
0.0000000000,0.0056941649,0.0479932986,298.2386169400,0.0041048648,-0.0035737001
0.0000000000,0.0057101808,0.0479932986,298.2398986800,0.0041580037,-0.0036050233
0.0000000000,0.0057261968,0.0479932986,298.2412109400,0.0042113569,-0.0036363467
0.0000000000,0.0057422128,0.0479932986,298.2425537100,0.0042669396,-0.0036696764
0.0000000000,0.0057582287,0.0479932986,298.2439270000,0.0043238397,-0.0037041246
0.0000000000,0.0057742447,0.0479932986,298.2453002900,0.0043809195,-0.0037385733
0.0000000000,0.0057902606,0.0479932986,298.2466735800,0.0044381721,-0.0037730217
0.0000000000,0.0058062766,0.0479932986,298.2480468800,0.0044939830,-0.0038028518
0.0000000000,0.0058222925,0.0479932986,298.2494201700,0.0045498735,-0.0038322066
0.0000000000,0.0058383085,0.0479932986,298.2508239700,0.0046060039,-0.0038615614
0.0000000000,0.0058543244,0.0479932986,298.2522277800,0.0046614879,-0.0038894897
0.0000000000,0.0058703404,0.0479932986,298.2536010700,0.0047168494,-0.0039169062
0.0000000000,0.0058863563,0.0479932986,298.2549133300,0.0047700191,-0.0039413581
0.0000000000,0.0059023723,0.0479932986,298.2562561000,0.0048234430,-0.0039658104
0.0000000000,0.0059183883,0.0479932986,298.2575988800,0.0048771119,-0.0039902623
0.0000000000,0.0059344042,0.0479932986,298.2590026900,0.0049310192,-0.0040147146
0.0000000000,0.0059504202,0.0479932986,298.2603149400,0.0049848855,-0.0040397053
0.0000000000,0.0059664361,0.0479932986,298.2617187500,0.0050389050,-0.0040605743
0.0000000000,0.0059824521,0.0479932986,298.2631225600,0.0050936430,-0.0040815840
0.0000000000,0.0059984680,0.0479932986,298.2645263700,0.0051489617,-0.0041030901
0.0000000000,0.0060144840,0.0479932986,298.2659301800,0.0052045542,-0.0041245958
0.0000000000,0.0060304999,0.0479932986,298.2673645000,0.0052604116,-0.0041461019
0.0000000000,0.0060465159,0.0479932986,298.2687683100,0.0053165271,-0.0041676085
0.0000000000,0.0060625318,0.0479932986,298.2702026400,0.0053731822,-0.0041876053
0.0000000000,0.0060785478,0.0479932986,298.2716674800,0.0054303394,-0.0042065307
0.0000000000,0.0060945638,0.0479932986,298.2731018100,0.0054875724,-0.0042253942
0.0000000000,0.0061105797,0.0479932986,298.2745056200,0.0055423165,-0.0042413683
0.0000000000,0.0061265957,0.0479932986,298.2759094200,0.0055969665,-0.0042560613
0.0000000000,0.0061426116,0.0479932986,298.2773742700,0.0056519802,-0.0042712972
0.0000000000,0.0061586276,0.0479932986,298.2788085900,0.0057072816,-0.0042865323
0.0000000000,0.0061746435,0.0479932986,298.2801818800,0.0057628648,-0.0043017687
0.0000000000,0.0061906595,0.0479932986,298.2816162100,0.0058187190,-0.0043170042
0.0000000000,0.0062066754,0.0479932986,298.2831115700,0.0058763055,-0.0043314039
0.0000000000,0.0062226914,0.0479932986,298.2846679700,0.0059356890,-0.0043447651
0.0000000000,0.0062387073,0.0479932986,298.2861938500,0.0059941858,-0.0043577161
0.0000000000,0.0062547233,0.0479932986,298.2877197300,0.0060529956,-0.0043706670
0.0000000000,0.0062707392,0.0479932986,298.2892456100,0.0061121080,-0.0043836180
0.0000000000,0.0062867552,0.0479932986,298.2907714800,0.0061715147,-0.0043965690
0.0000000000,0.0063027712,0.0479932986,298.2923278800,0.0062303003,-0.0044080587
0.0000000000,0.0063187871,0.0479932986,298.2937927200,0.0062868763,-0.0044154795
0.0000000000,0.0063348031,0.0479932986,298.2952575700,0.0063437815,-0.0044228998
0.0000000000,0.0063508190,0.0479932986,298.2967529300,0.0064010085,-0.0044303210
0.0000000000,0.0063668350,0.0479932986,298.2982177700,0.0064582629,-0.0044375239
0.0000000000,0.0063828509,0.0479932986,298.2996826200,0.0065158405,-0.0044425731
0.0000000000,0.0063988669,0.0479932986,298.3012390100,0.0065739951,-0.0044429563
0.0000000000,0.0064148828,0.0479932986,298.3027954100,0.0066331457,-0.0044440585
0.0000000000,0.0064308988,0.0479932986,298.3043823200,0.0066927290,-0.0044451901
0.0000000000,0.0064469147,0.0479932986,298.3059692400,0.0067527099,-0.0044463212
0.0000000000,0.0064629307,0.0479932986,298.3075256300,0.0068130773,-0.0044474523
0.0000000000,0.0064789467,0.0479932986,298.3090820300,0.0068738223,-0.0044485833
0.0000000000,0.0064949626,0.0479932986,298.3107299800,0.0069367662,-0.0044519291
0.0000000000,0.0065109786,0.0479932986,298.3123779300,0.0070007797,-0.0044561638
0.0000000000,0.0065269945,0.0479932986,298.3140258800,0.0070646089,-0.0044563422
0.0000000000,0.0065430105,0.0479932986,298.3157043500,0.0071282759,-0.0044518192
0.0000000000,0.0065590264,0.0479932986,298.3173828100,0.0071923966,-0.0044472963
0.0000000000,0.0065750424,0.0479932986,298.3190307600,0.0072569600,-0.0044427738
0.0000000000,0.0065910583,0.0479932986,298.3207092300,0.0073211673,-0.0044383835
0.0000000000,0.0066070743,0.0479932986,298.3223266600,0.0073846523,-0.0044341814
0.0000000000,0.0066230902,0.0479932986,298.3239746100,0.0074485186,-0.0044299792
0.0000000000,0.0066391062,0.0479932986,298.3255920400,0.0075127576,-0.0044257776
0.0000000000,0.0066551222,0.0479932986,298.3272094700,0.0075762654,-0.0044198208
0.0000000000,0.0066711381,0.0479932986,298.3287963900,0.0076390831,-0.0044121430
0.0000000000,0.0066871541,0.0479932986,298.3305053700,0.0077044377,-0.0044017341
0.0000000000,0.0067031700,0.0479932986,298.3322448700,0.0077715260,-0.0043897172
0.0000000000,0.0067191860,0.0479932986,298.3340148900,0.0078390883,-0.0043776999
0.0000000000,0.0067352019,0.0479932986,298.3357543900,0.0079071121,-0.0043656826
0.0000000000,0.0067512179,0.0479932986,298.3375244100,0.0079755858,-0.0043536657
0.0000000000,0.0067672338,0.0479932986,298.3392944300,0.0080444952,-0.0043416480
0.0000000000,0.0067832498,0.0479932986,298.3410644500,0.0081138816,-0.0043298388
0.0000000000,0.0067992657,0.0479932986,298.3428039600,0.0081837280,-0.0043182466
0.0000000000,0.0068152817,0.0479932986,298.3446044900,0.0082539748,-0.0043066554
0.0000000000,0.0068312977,0.0479932986,298.3463745100,0.0083243400,-0.0042952010
0.0000000000,0.0068473136,0.0479932986,298.3482360800,0.0083950786,-0.0042823199
0.0000000000,0.0068633296,0.0479932986,298.3500976600,0.0084675178,-0.0042642616
0.0000000000,0.0068793455,0.0479932986,298.3519897500,0.0085385870,-0.0042465348
0.0000000000,0.0068953615,0.0479932986,298.3538818400,0.0086100949,-0.0042288080
0.0000000000,0.0069113774,0.0479932986,298.3557128900,0.0086820312,-0.0042110812
0.0000000000,0.0069273934,0.0479932986,298.3576049800,0.0087543875,-0.0041933544
0.0000000000,0.0069434093,0.0479932986,298.3594665500,0.0088271527,-0.0041756276
0.0000000000,0.0069594253,0.0479932986,298.3613586400,0.0089003164,-0.0041579008
0.0000000000,0.0069754412,0.0479932986,298.3632202100,0.0089738667,-0.0041401736
0.0000000000,0.0069914572,0.0479932986,298.3651428200,0.0090495599,-0.0041173790
0.0000000000,0.0070074731,0.0479932986,298.3670654300,0.0091259796,-0.0040938989
0.0000000000,0.0070234891,0.0479932986,298.3690185500,0.0092028584,-0.0040704189
0.0000000000,0.0070395051,0.0479932986,298.3709716800,0.0092801843,-0.0040469393
0.0000000000,0.0070555210,0.0479932986,298.3729248000,0.0093579488,-0.0040234588
0.0000000000,0.0070715370,0.0479932986,298.3749389600,0.0094357561,-0.0040001981
0.0000000000,0.0070875529,0.0479932986,298.3769836400,0.0095136696,-0.0039771120
0.0000000000,0.0071035689,0.0479932986,298.3790588400,0.0095919771,-0.0039540255
0.0000000000,0.0071195848,0.0479932986,298.3811645500,0.0096713351,-0.0039296811
0.0000000000,0.0071356008,0.0479932986,298.3834838900,0.0097534424,-0.0039009508
0.0000000000,0.0071516167,0.0479932986,298.3858032200,0.0098360125,-0.0038722204
0.0000000000,0.0071676327,0.0479932986,298.3880920400,0.0099190371,-0.0038434900
0.0000000000,0.0071836486,0.0479932986,298.3902282700,0.0100023421,-0.0038144654
0.0000000000,0.0071996646,0.0479932986,298.3923950200,0.0100860754,-0.0037854286
0.0000000000,0.0072156806,0.0479932986,298.3945312500,0.0101716928,-0.0037562689
0.0000000000,0.0072316965,0.0479932986,298.3966674800,0.0102578411,-0.0037271008
0.0000000000,0.0072477125,0.0479932986,298.3988037100,0.0103444010,-0.0036979322
0.0000000000,0.0072637284,0.0479932986,298.4009704600,0.0104313623,-0.0036687639
0.0000000000,0.0072797444,0.0479932986,298.4030761700,0.0105187166,-0.0036395958
0.0000000000,0.0072957603,0.0479932986,298.4053344700,0.0106072919,-0.0036087704
0.0000000000,0.0073117763,0.0479932986,298.4078979500,0.0106980596,-0.0035744675
0.0000000000,0.0073277922,0.0479932986,298.4104614300,0.0107892659,-0.0035401636
0.0000000000,0.0073438082,0.0479932986,298.4130249000,0.0108809015,-0.0035058600
0.0000000000,0.0073598241,0.0479932986,298.4155578600,0.0109729571,-0.0034715568
0.0000000000,0.0073758401,0.0479932986,298.4181213400,0.0110654198,-0.0034372529
0.0000000000,0.0073918561,0.0479932986,298.4206848100,0.0111582810,-0.0034029493
0.0000000000,0.0074078720,0.0479932986,298.4231872600,0.0112507241,-0.0033685346
0.0000000000,0.0074238880,0.0479932986,298.4256286600,0.0113411043,-0.0033338345
0.0000000000,0.0074399039,0.0479932986,298.4279785200,0.0114323581,-0.0032998023
0.0000000000,0.0074559199,0.0479932986,298.4305725100,0.0115273036,-0.0032653296
0.0000000000,0.0074719358,0.0479932986,298.4332885700,0.0116267847,-0.0032303068
0.0000000000,0.0074879518,0.0479932986,298.4360961900,0.0117266290,-0.0031952842
0.0000000000,0.0075039677,0.0479932986,298.4388427700,0.0118268309,-0.0031602611
0.0000000000,0.0075199837,0.0479932986,298.4416503900,0.0119235674,-0.0031236252
0.0000000000,0.0075359996,0.0479932986,298.4444580100,0.0120177213,-0.0030862410
0.0000000000,0.0075520156,0.0479932986,298.4472656300,0.0121110743,-0.0030486500
0.0000000000,0.0075680315,0.0479932986,298.4500732400,0.0122047551,-0.0030110586
0.0000000000,0.0075840475,0.0479932986,298.4528808600,0.0122987581,-0.0029734673
0.0000000000,0.0076000635,0.0479932986,298.4556884800,0.0123930760,-0.0029358761
0.0000000000,0.0076160794,0.0479932986,298.4584960900,0.0124877011,-0.0028982852
0.0000000000,0.0076320954,0.0479932986,298.4615173300,0.0125794606,-0.0028568828
0.0000000000,0.0076481113,0.0479932986,298.4647827100,0.0126666352,-0.0028095380
0.0000000000,0.0076641273,0.0479932986,298.4682312000,0.0127572287,-0.0027649535
0.0000000000,0.0076801432,0.0479932986,298.4717407200,0.0128495321,-0.0027216128
0.0000000000,0.0076961592,0.0479932986,298.4752502400,0.0129453773,-0.0026812344
0.0000000000,0.0077121751,0.0479932986,298.4787292500,0.0130430544,-0.0026422814
0.0000000000,0.0077281911,0.0479932986,298.4822387700,0.0131410109,-0.0026033286
0.0000000000,0.0077442070,0.0479932986,298.4857177700,0.0132392356,-0.0025643753
0.0000000000,0.0077602230,0.0479932986,298.4891967800,0.0133377248,-0.0025254225
0.0000000000,0.0077762390,0.0479932986,298.4927063000,0.0134364720,-0.0024864695
0.0000000000,0.0077922549,0.0479932986,298.4961853000,0.0135354726,-0.0024475164
0.0000000000,0.0078082709,0.0479932986,298.4996032700,0.0136330249,-0.0024079229
0.0000000000,0.0078242868,0.0479932986,298.5029602100,0.0137302233,-0.0023681028
0.0000000000,0.0078403028,0.0479932986,298.5063171400,0.0138276620,-0.0023282832
0.0000000000,0.0078563187,0.0479932986,298.5098877000,0.0139288222,-0.0022924310
0.0000000000,0.0078723347,0.0479932986,298.5137023900,0.0140309427,-0.0022584908
0.0000000000,0.0078883506,0.0479932986,298.5178833000,0.0141091114,-0.0022025290
0.0000000000,0.0079043666,0.0479932986,298.5220642100,0.0141876200,-0.0021465672
0.0000000000,0.0079203825,0.0479932986,298.5262451200,0.0142664611,-0.0020906054
0.0000000000,0.0079363985,0.0479932986,298.5304260300,0.0143502830,-0.0020408926
0.0000000000,0.0079524145,0.0479932986,298.5346374500,0.0144383805,-0.0019965793
0.0000000000,0.0079684304,0.0479932986,298.5388488800,0.0145267062,-0.0019522663
0.0000000000,0.0079844464,0.0479932986,298.5430297900,0.0146152489,-0.0019079529
0.0000000000,0.0080004623,0.0479932986,298.5472412100,0.0147040663,-0.0018638538
0.0000000000,0.0080164783,0.0479932986,298.5521545400,0.0147803770,-0.0018142695
0.0000000000,0.0080324942,0.0479932986,298.5571899400,0.0148557602,-0.0017642222
0.0000000000,0.0080485102,0.0479932986,298.5622253400,0.0149313817,-0.0017141749
0.0000000000,0.0080645261,0.0479932986,298.5671997100,0.0150072360,-0.0016641275
0.0000000000,0.0080805421,0.0479932986,298.5722045900,0.0150833223,-0.0016140798
0.0000000000,0.0080965580,0.0479932986,298.5772094700,0.0151596367,-0.0015640326
0.0000000000,0.0081125740,0.0479932986,298.5822143600,0.0152361719,-0.0015139851
0.0000000000,0.0081285900,0.0479932986,298.5874328600,0.0153023023,-0.0014495439
0.0000000000,0.0081446059,0.0479932986,298.5929260300,0.0153520536,-0.0013653868
0.0000000000,0.0081606219,0.0479932986,298.5985107400,0.0154008931,-0.0012817837
0.0000000000,0.0081766378,0.0479932986,298.6040344200,0.0154502336,-0.0011981803
0.0000000000,0.0081926538,0.0479932986,298.6096191400,0.0155000733,-0.0011145771
0.0000000000,0.0082086697,0.0479932986,298.6155700700,0.0155464951,-0.0010472803
0.0000000000,0.0082246857,0.0479932986,298.6217346200,0.0155916763,-0.0009863807
0.0000000000,0.0082407016,0.0479932986,298.6278686500,0.0156371221,-0.0009254813
0.0000000000,0.0082567176,0.0479932986,298.6339721700,0.0156828258,-0.0008645817
0.0000000000,0.0082727335,0.0479932986,298.6401367200,0.0157287866,-0.0008036824
0.0000000000,0.0082887495,0.0479932986,298.6461792000,0.0157751050,-0.0007449216
0.0000000000,0.0083047654,0.0479932986,298.6522827100,0.0158184152,-0.0006832198
0.0000000000,0.0083207814,0.0479932986,298.6596069300,0.0158272274,-0.0005658372
0.0000000000,0.0083367974,0.0479932986,298.6668701200,0.0158338547,-0.0004370447
0.0000000000,0.0083528133,0.0479932986,298.6741333000,0.0158410836,-0.0003065277
0.0000000000,0.0083688293,0.0479932986,298.6813964800,0.0158493929,-0.0001760107
0.0000000000,0.0083848452,0.0479932986,298.6886596700,0.0158587806,-0.0000454937
0.0000000000,0.0084008612,0.0479932986,298.6959533700,0.0158692412,0.0000850232
0.0000000000,0.0084168771,0.0479932986,298.7031860400,0.0158807747,0.0002155402
0.0000000000,0.0084328931,0.0479932986,298.7106018100,0.0158911906,0.0003410129
0.0000000000,0.0084489090,0.0479932986,298.7184753400,0.0158937722,0.0004464662
0.0000000000,0.0084649250,0.0479932986,298.7263793900,0.0158970505,0.0005519196
0.0000000000,0.0084809409,0.0479932986,298.7350158700,0.0158756617,0.0007277068
0.0000000000,0.0084969569,0.0479932986,298.7440490700,0.0158434343,0.0009405357
0.0000000000,0.0085129729,0.0479932986,298.7531127900,0.0158141237,0.0011533648
0.0000000000,0.0085289888,0.0479932986,298.7621460000,0.0157877486,0.0013661938
0.0000000000,0.0085450048,0.0479932986,298.7711486800,0.0157635622,0.0015833961
0.0000000000,0.0085610207,0.0479932986,298.7800903300,0.0157415848,0.0018060524
0.0000000000,0.0085770367,0.0479932986,298.7890014600,0.0157228708,0.0020287086
0.0000000000,0.0085930526,0.0479932986,298.7980346700,0.0157052930,0.0022564309
0.0000000000,0.0086090686,0.0479932986,298.8084411600,0.0156708099,0.0025347034
0.0000000000,0.0086250845,0.0479932986,298.8188171400,0.0156415906,0.0028129760
0.0000000000,0.0086411005,0.0479932986,298.8291015600,0.0156170307,0.0030817003
0.0000000000,0.0086571164,0.0479932986,298.8387756300,0.0155926878,0.0032926097
0.0000000000,0.0086731324,0.0479932986,298.8483886700,0.0155714657,0.0035035191
0.0000000000,0.0086891484,0.0479932986,298.8588867200,0.0155492099,0.0037812626
0.0000000000,0.0087051643,0.0479932986,298.8701171900,0.0155301141,0.0041187806
0.0000000000,0.0087211803,0.0479932986,298.8813171400,0.0155190965,0.0044562980
0.0000000000,0.0087371962,0.0479932986,298.8925476100,0.0155249182,0.0048235036
0.0000000000,0.0087532122,0.0479932986,298.9037475600,0.0155442776,0.0052035390
0.0000000000,0.0087692281,0.0479932986,298.9150085400,0.0155736515,0.0055835736
0.0000000000,0.0087852441,0.0479932986,298.9267883300,0.0156122679,0.0059952354
0.0000000000,0.0088012600,0.0479932986,298.9388732900,0.0156627279,0.0064237658
0.0000000000,0.0088172760,0.0479932986,298.9509582500,0.0157257896,0.0068522952
0.0000000000,0.0088332919,0.0479932986,298.9630127000,0.0158013050,0.0072808247
0.0000000000,0.0088493079,0.0479932986,298.9751281700,0.0158890951,0.0077093546
0.0000000000,0.0088653238,0.0479932986,298.9888916000,0.0160183925,0.0082584452
0.0000000000,0.0088813398,0.0479932986,299.0028076200,0.0161694139,0.0088158185
0.0000000000,0.0088973558,0.0479932986,299.0166931200,0.0163398422,0.0093731917
0.0000000000,0.0089133717,0.0479932986,299.0306701700,0.0165407658,0.0099524967
0.0000000000,0.0089293877,0.0479932986,299.0449218800,0.0167932995,0.0105890315
0.0000000000,0.0089454036,0.0479932986,299.0591735800,0.0170676932,0.0112255663
0.0000000000,0.0089614196,0.0479932986,299.0734252900,0.0173629150,0.0118621001
0.0000000000,0.0089774355,0.0479932986,299.0876464800,0.0176779162,0.0124986339
0.0000000000,0.0089934515,0.0479932986,299.1018676800,0.0180116631,0.0131351678
0.0000000000,0.0090094674,0.0479932986,299.1165771500,0.0184197407,0.0138470028
0.0000000000,0.0090254834,0.0479932986,299.1314086900,0.0188651290,0.0145815667
0.0000000000,0.0090414993,0.0479932986,299.1463012700,0.0193298105,0.0153161343
0.0000000000,0.0090575153,0.0479932986,299.1614990200,0.0198334306,0.0160814226
0.0000000000,0.0090735313,0.0479932986,299.1785278300,0.0204600692,0.0169949923
0.0000000000,0.0090895472,0.0479932986,299.1955261200,0.0211098660,0.0179085638
0.0000000000,0.0091055632,0.0479932986,299.2125549300,0.0217807479,0.0188221335
0.0000000000,0.0091215791,0.0479932986,299.2295227100,0.0224708244,0.0197357014
0.0000000000,0.0091375951,0.0479932986,299.2465515100,0.0231713336,0.0206428152
0.0000000000,0.0091536110,0.0479932986,299.2635803200,0.0238797348,0.0215425938
0.0000000000,0.0091696270,0.0479932986,299.2816467300,0.0247854479,0.0226430483
0.0000000000,0.0091856429,0.0479932986,299.3001403800,0.0257819332,0.0238233730
0.0000000000,0.0092016589,0.0479932986,299.3186645500,0.0267952215,0.0250036940
0.0000000000,0.0092176748,0.0479932986,299.3370056200,0.0278038569,0.0261631571
0.0000000000,0.0092336908,0.0479932986,299.3552551300,0.0288168062,0.0273133703
0.0000000000,0.0092497068,0.0479932986,299.3735046400,0.0298413802,0.0284635797
0.0000000000,0.0092657227,0.0479932986,299.3917541500,0.0308764242,0.0296137929
0.0000000000,0.0092817387,0.0479932986,299.4100341800,0.0319209211,0.0307640061
0.0000000000,0.0092977546,0.0479932986,299.4299926800,0.0331460238,0.0320963785
0.0000000000,0.0093137706,0.0479932986,299.4499511700,0.0343822502,0.0334302820
0.0000000000,0.0093297865,0.0479932986,299.4699401900,0.0356271528,0.0347641855
0.0000000000,0.0093458025,0.0479932986,299.4898681600,0.0368798561,0.0360980928
0.0000000000,0.0093618184,0.0479932986,299.5106811500,0.0382778943,0.0375731587
0.0000000000,0.0093778344,0.0479932986,299.5329284700,0.0399472900,0.0393172354
0.0000000000,0.0093938503,0.0479932986,299.5551757800,0.0416242480,0.0410613120
0.0000000000,0.0094098663,0.0479932986,299.5774231000,0.0433078893,0.0428053923
0.0000000000,0.0094258823,0.0479932986,299.5996398900,0.0449974611,0.0445494689
0.0000000000,0.0094418982,0.0479932986,299.6218872100,0.0466923192,0.0462935418
0.0000000000,0.0094579142,0.0479932986,299.6441345200,0.0483919121,0.0480376221
0.0000000000,0.0094739301,0.0479932986,299.6663818400,0.0500950031,0.0497809574
0.0000000000,0.0094899461,0.0479932986,299.6885986300,0.0517964028,0.0515188202
0.0000000000,0.0095059620,0.0479932986,299.7107849100,0.0535012707,0.0532566831
0.0000000000,0.0095219780,0.0479932986,299.7329711900,0.0552092865,0.0549945459
0.0000000000,0.0095379939,0.0479932986,299.7551879900,0.0569201596,0.0567324050
0.0000000000,0.0095540099,0.0479932986,299.7773742700,0.0586336479,0.0584702641
0.0000000000,0.0095700258,0.0479932986,299.7997741700,0.0604173206,0.0602757446
0.0000000000,0.0095860418,0.0479932986,299.8248596200,0.0627041459,0.0625829846
0.0000000000,0.0096020577,0.0479932986,299.8498840300,0.0650699735,0.0649663880
0.0000000000,0.0096180737,0.0479932986,299.8750000000,0.0674383566,0.0673503652
0.0000000000,0.0096340897,0.0479932986,299.9000549300,0.0698085278,0.0697343424
0.0000000000,0.0096501056,0.0479932986,299.9251098600,0.0721803233,0.0721183121
0.0000000000,0.0096661216,0.0479932986,299.9501953100,0.0745535791,0.0745022893
0.0000000000,0.0096821375,0.0479932986,299.9752807600,0.0769281611,0.0768862590
0.0000000000,0.0096981535,0.0479932986,300.0003662100,0.0793039501,0.0792702287
