Time [ s ],Monitor Point: Coil12 X0 Z0089 (Temperature) [ K ]
9.2080001800,299.6111450000
9.2089996300,299.6102600000
9.2100000400,299.6093750000
9.2110004400,299.6084590000
9.2119998900,299.6075740000
9.2130003000,299.6066590000
9.2139997500,299.6057740000
9.2150001500,299.6048890000
9.2159996000,299.6039730000
9.2170000100,299.6030880000
9.2180004100,299.6022030000
9.2189998600,299.6012880000
9.2200002700,299.6004030000
9.2209997200,299.5995180000
9.2220001200,299.5986020000
9.2229995700,299.5977170000
9.2239999800,299.5968320000
9.2250003800,299.5959170000
9.2259998300,299.5950320000
9.2270002400,299.5941470000
9.2279996900,299.5932620000
9.2290000900,299.5923460000
9.2299995400,299.5914610000
9.2309999500,299.5905460000
9.2320003500,299.5896610000
9.2329998000,299.5887760000
9.2340002100,299.5878910000
9.2349996600,299.5869750000
9.2360000600,299.5860900000
9.2370004700,299.5852050000
9.2379999200,299.5843200000
9.2390003200,299.5834350000
9.2399997700,299.5825200000
9.2410001800,299.5816350000
9.2419996300,299.5807500000
9.2430000300,299.5798650000
9.2440004300,299.5789490000
9.2449998900,299.5780640000
9.2460002900,299.5771790000
9.2469997400,299.5762940000
9.2480001400,299.5753780000
9.2489996000,299.5744930000
9.2500000000,299.5736080000
9.2510004000,299.5727230000
9.2519998600,299.5718380000
9.2530002600,299.5709530000
9.2539997100,299.5700380000
9.2550001100,299.5691530000
9.2559995700,299.5682680000
9.2569999700,299.5673830000
9.2580003700,299.5664980000
9.2589998200,299.5656130000
9.2600002300,299.5646970000
9.2609996800,299.5638120000
9.2620000800,299.5629270000
9.2629995300,299.5620420000
9.2639999400,299.5611570000
9.2650003400,299.5602720000
9.2659997900,299.5593570000
9.2670002000,299.5584720000
9.2679996500,299.5575870000
9.2690000500,299.5567020000
9.2700004600,299.5558170000
9.2709999100,299.5549320000
9.2720003100,299.5540470000
9.2729997600,299.5531620000
9.2740001700,299.5522460000
9.2749996200,299.5513610000
9.2760000200,299.5504760000
9.2770004300,299.5495910000
9.2779998800,299.5487060000
9.2790002800,299.5478210000
9.2799997300,299.5469360000
9.2810001400,299.5460510000
9.2819995900,299.5451660000
9.2829999900,299.5442810000
9.2840004000,299.5433650000
9.2849998500,299.5425110000
9.2860002500,299.5415950000
9.2869997000,299.5407100000
9.2880001100,299.5398250000
9.2889995600,299.5389400000
9.2899999600,299.5380550000
9.2910003700,299.5371700000
9.2919998200,299.5362850000
9.2930002200,299.5354000000
9.2939996700,299.5345150000
9.2950000800,299.5336300000
9.2959995300,299.5327450000
9.2969999300,299.5318600000
9.2980003400,299.5309750000
9.2989997900,299.5300900000
9.3000001900,299.5292050000
9.3009996400,299.5283200000
9.3020000500,299.5274350000
9.3030004500,299.5265500000
9.3039999000,299.5256650000
9.3050003100,299.5247800000
9.3059997600,299.5238950000
9.3070001600,299.5230100000
9.3079996100,299.5221250000
9.3090000200,299.5212400000
9.3100004200,299.5203550000
9.3109998700,299.5194700000
9.3120002700,299.5185850000
9.3129997300,299.5177000000
9.3140001300,299.5168150000
9.3149995800,299.5159300000
9.3159999800,299.5150450000
9.3170003900,299.5141910000
9.3179998400,299.5133060000
9.3190002400,299.5124210000
9.3199996900,299.5115360000
9.3210001000,299.5106510000
9.3219995500,299.5097660000
9.3229999500,299.5088810000
9.3240003600,299.5079960000
9.3249998100,299.5071110000
9.3260002100,299.5062260000
9.3269996600,299.5053410000
9.3280000700,299.5044560000
9.3290004700,299.5036010000
9.3299999200,299.5027160000
9.3310003300,299.5018310000
9.3319997800,299.5009460000
9.3330001800,299.5000610000
9.3339996300,299.4991760000
9.3350000400,299.4982910000
9.3360004400,299.4974060000
9.3369998900,299.4965520000
9.3380003000,299.4956670000
9.3389997500,299.4947810000
9.3400001500,299.4938960000
9.3409996000,299.4930110000
9.3420000100,299.4921260000
9.3430004100,299.4912720000
9.3439998600,299.4903870000
9.3450002700,299.4895020000
9.3459997200,299.4886170000
9.3470001200,299.4877320000
9.3479995700,299.4868470000
9.3489999800,299.4859920000
9.3500003800,299.4851070000
9.3509998300,299.4842220000
9.3520002400,299.4833370000
9.3529996900,299.4824830000
9.3540000900,299.4815980000
9.3549995400,299.4807130000
9.3559999500,299.4798280000
9.3570003500,299.4789730000
9.3579998000,299.4780880000
9.3590002100,299.4772030000
9.3599996600,299.4763180000
9.3610000600,299.4754330000
9.3620004700,299.4745790000
9.3629999200,299.4736940000
9.3640003200,299.4728090000
9.3649997700,299.4719540000
9.3660001800,299.4710690000
9.3669996300,299.4701840000
9.3680000300,299.4692990000
9.3690004300,299.4684450000
9.3699998900,299.4675600000
9.3710002900,299.4666750000
9.3719997400,299.4657900000
9.3730001400,299.4649050000
9.3739996000,299.4640500000
9.3750000000,299.4631650000
9.3760004000,299.4622800000
9.3769998600,299.4614260000
9.3780002600,299.4605410000
9.3789997100,299.4596560000
9.3800001100,299.4588010000
9.3809995700,299.4579160000
9.3819999700,299.4570310000
9.3830003700,299.4561770000
9.3839998200,299.4552920000
9.3850002300,299.4544070000
9.3859996800,299.4535520000
9.3870000800,299.4526670000
9.3879995300,299.4517820000
9.3889999400,299.4509280000
9.3900003400,299.4500430000
9.3909997900,299.4491580000
9.3920002000,299.4483030000
9.3929996500,299.4474180000
9.3940000500,299.4465640000
9.3950004600,299.4456790000
9.3959999100,299.4447940000
9.3970003100,299.4439390000
9.3979997600,299.4430540000
9.3990001700,299.4421690000
9.3999996200,299.4413150000
9.4010000200,299.4404300000
9.4020004300,299.4395750000
9.4029998800,299.4386900000
9.4040002800,299.4378050000
9.4049997300,299.4369510000
9.4060001400,299.4360660000
9.4069995900,299.4352110000
9.4079999900,299.4343260000
9.4090004000,299.4334720000
9.4099998500,299.4325870000
9.4110002500,299.4317320000
9.4119997000,299.4308470000
9.4130001100,299.4299930000
9.4139995600,299.4291080000
9.4149999600,299.4282530000
9.4160003700,299.4273680000
9.4169998200,299.4265140000
9.4180002200,299.4256290000
9.4189996700,299.4247740000
9.4200000800,299.4238890000
9.4209995300,299.4230350000
9.4219999300,299.4221500000
9.4230003400,299.4212950000
9.4239997900,299.4204100000
9.4250001900,299.4195250000
9.4259996400,299.4186710000
9.4270000500,299.4177860000
9.4280004500,299.4169310000
9.4289999000,299.4160460000
9.4300003100,299.4151920000
9.4309997600,299.4143070000
9.4320001600,299.4134520000
9.4329996100,299.4125980000
9.4340000200,299.4117130000
9.4350004200,299.4108580000
9.4359998700,299.4099730000
9.4370002700,299.4091190000
9.4379997300,299.4082340000
9.4390001300,299.4073790000
9.4399995800,299.4065250000
9.4409999800,299.4056400000
9.4420003900,299.4047850000
9.4429998400,299.4039000000
9.4440002400,299.4030460000
9.4449996900,299.4021610000
9.4460001000,299.4013060000
9.4469995500,299.4004520000
9.4479999500,299.3995670000
9.4490003600,299.3987120000
9.4499998100,299.3978270000
9.4510002100,299.3969730000
9.4519996600,299.3961180000
9.4530000700,299.3952330000
9.4540004700,299.3943790000
9.4549999200,299.3935240000
9.4560003300,299.3926390000
9.4569997800,299.3917850000
9.4580001800,299.3909000000
9.4589996300,299.3900450000
9.4600000400,299.3891910000
9.4610004400,299.3883060000
9.4619998900,299.3874510000
9.4630003000,299.3865660000
9.4639997500,299.3857120000
9.4650001500,299.3848570000
9.4659996000,299.3840030000
9.4670000100,299.3831180000
9.4680004100,299.3822630000
9.4689998600,299.3814090000
9.4700002700,299.3805240000
9.4709997200,299.3796690000
9.4720001200,299.3788150000
9.4729995700,299.3779300000
9.4739999800,299.3770750000
9.4750003800,299.3762210000
9.4759998300,299.3753360000
9.4770002400,299.3744810000
9.4779996900,299.3736270000
9.4790000900,299.3727720000
9.4799995400,299.3718870000
9.4809999500,299.3710330000
9.4820003500,299.3701780000
9.4829998000,299.3693240000
9.4840002100,299.3684390000
9.4849996600,299.3675840000
9.4860000600,299.3667300000
9.4870004700,299.3658750000
9.4879999200,299.3649900000
9.4890003200,299.3641360000
9.4899997700,299.3632810000
9.4910001800,299.3623960000
9.4919996300,299.3615420000
9.4930000300,299.3606870000
9.4940004300,299.3598330000
9.4949998900,299.3589780000
9.4960002900,299.3581240000
9.4969997400,299.3572390000
9.4980001400,299.3563840000
9.4989996000,299.3555300000
9.5000000000,299.3546450000
9.5010004000,299.3537900000
9.5019998600,299.3529360000
9.5030002600,299.3520810000
9.5039997100,299.3512270000
9.5050001100,299.3503720000
9.5059995700,299.3494870000
9.5069999700,299.3486330000
9.5080003700,299.3477780000
9.5089998200,299.3469240000
9.5100002300,299.3460690000
9.5109996800,299.3452150000
9.5120000800,299.3443300000
9.5129995300,299.3434750000
9.5139999400,299.3426210000
9.5150003400,299.3417660000
9.5159997900,299.3409120000
9.5170002000,299.3400570000
9.5179996500,299.3392030000
9.5190000500,299.3383180000
9.5200004600,299.3374940000
9.5209999100,299.3366090000
9.5220003100,299.3357540000
9.5229997600,299.3349000000
9.5240001700,299.3340450000
9.5249996200,299.3331910000
9.5260000200,299.3323360000
9.5270004300,299.3314820000
9.5279998800,299.3305970000
9.5290002800,299.3297730000
9.5299997300,299.3288880000
9.5310001400,299.3280330000
9.5319995900,299.3271790000
9.5329999900,299.3263240000
9.5340004000,299.3254700000
9.5349998500,299.3246150000
9.5360002500,299.3237610000
9.5369997000,299.3229060000
9.5380001100,299.3220520000
9.5389995600,299.3211980000
9.5399999600,299.3203430000
9.5410003700,299.3194890000
9.5419998200,299.3186340000
9.5430002200,299.3177800000
9.5439996700,299.3169250000
9.5450000800,299.3160710000
9.5459995300,299.3151860000
9.5469999300,299.3143620000
9.5480003400,299.3134770000
9.5489997900,299.3126530000
9.5500001900,299.3117680000
9.5509996400,299.3109440000
9.5520000500,299.3100590000
9.5530004500,299.3092350000
9.5539999000,299.3083800000
9.5550003100,299.3074950000
9.5559997600,299.3066710000
9.5570001600,299.3057860000
9.5579996100,299.3049620000
9.5590000200,299.3041080000
9.5600004200,299.3032530000
9.5609998700,299.3023990000
9.5620002700,299.3015440000
9.5629997300,299.3006900000
9.5640001300,299.2998350000
9.5649995800,299.2989810000
9.5659999800,299.2981260000
9.5670003900,299.2972720000
9.5679998400,299.2964170000
9.5690002400,299.2955630000
9.5699996900,299.2947080000
9.5710001000,299.2938540000
9.5719995500,299.2929990000
9.5729999500,299.2921450000
9.5740003600,299.2913210000
9.5749998100,299.2904360000
9.5760002100,299.2896120000
9.5769996600,299.2887570000
9.5780000700,299.2879030000
9.5790004700,299.2870480000
9.5799999200,299.2861940000
9.5810003300,299.2853390000
9.5819997800,299.2844850000
9.5830001800,299.2836300000
9.5839996300,299.2827760000
9.5850000400,299.2819520000
9.5860004400,299.2810970000
9.5869998900,299.2802430000
9.5880003000,299.2793880000
9.5889997500,299.2785340000
9.5900001500,299.2776790000
9.5909996000,299.2768250000
9.5920000100,299.2760010000
9.5930004100,299.2751460000
9.5939998600,299.2742920000
9.5950002700,299.2734380000
9.5959997200,299.2725830000
9.5970001200,299.2717590000
9.5979995700,299.2709050000
9.5989999800,299.2700500000
9.6000003800,299.2691960000
9.6009998300,299.2683410000
9.6020002400,299.2674870000
9.6029996900,299.2666630000
9.6040000900,299.2658080000
9.6049995400,299.2649540000
9.6059999500,299.2640990000
9.6070003500,299.2632750000
9.6079998000,299.2624210000
9.6090002100,299.2615660000
9.6099996600,299.2607120000
9.6110000600,299.2598570000
9.6120004700,299.2590330000
9.6129999200,299.2581790000
9.6140003200,299.2573240000
9.6149997700,299.2564700000
9.6160001800,299.2556150000
9.6169996300,299.2547910000
9.6180000300,299.2539370000
9.6190004300,299.2530820000
9.6199998900,299.2522580000
9.6210002900,299.2514040000
9.6219997400,299.2505490000
9.6230001400,299.2496950000
9.6239996000,299.2488710000
9.6250000000,299.2480160000
9.6260004000,299.2471620000
9.6269998600,299.2463070000
9.6280002600,299.2454830000
9.6289997100,299.2446290000
9.6300001100,299.2438050000
9.6309995700,299.2429500000
9.6319999700,299.2420960000
9.6330003700,299.2412410000
9.6339998200,299.2404170000
9.6350002300,299.2395630000
9.6359996800,299.2387080000
9.6370000800,299.2378850000
9.6379995300,299.2370300000
9.6389999400,299.2361760000
9.6400003400,299.2353520000
9.6409997900,299.2344970000
9.6420002000,299.2336430000
9.6429996500,299.2328190000
9.6440000500,299.2319640000
9.6450004600,299.2311100000
9.6459999100,299.2302860000
9.6470003100,299.2294310000
9.6479997600,299.2285770000
9.6490001700,299.2277530000
9.6499996200,299.2268980000
9.6510000200,299.2260740000
9.6520004300,299.2252200000
9.6529998800,299.2243650000
9.6540002800,299.2235410000
9.6549997300,299.2226870000
9.6560001400,299.2218630000
9.6569995900,299.2210080000
9.6579999900,299.2201840000
9.6590004000,299.2193300000
9.6599998500,299.2184750000
9.6610002500,299.2176510000
9.6619997000,299.2167970000
9.6630001100,299.2159730000
9.6639995600,299.2151180000
9.6649999600,299.2142640000
9.6660003700,299.2134400000
9.6669998200,299.2125850000
9.6680002200,299.2117610000
9.6689996700,299.2109070000
9.6700000800,299.2100830000
9.6709995300,299.2092290000
9.6719999300,299.2084050000
9.6730003400,299.2075500000
9.6739997900,299.2066960000
9.6750001900,299.2058720000
9.6759996400,299.2050170000
9.6770000500,299.2041930000
9.6780004500,299.2033390000
9.6789999000,299.2025150000
9.6800003100,299.2016600000
9.6809997600,299.2008360000
9.6820001600,299.1999820000
9.6829996100,299.1991580000
9.6840000200,299.1983030000
9.6850004200,299.1974790000
9.6859998700,299.1966250000
9.6870002700,299.1958010000
9.6879997300,299.1949460000
9.6890001300,299.1941220000
9.6899995800,299.1932680000
9.6909999800,299.1924440000
9.6920003900,299.1915890000
9.6929998400,299.1907650000
9.6940002400,299.1899410000
9.6949996900,299.1890870000
9.6960001000,299.1882630000
9.6969995500,299.1874080000
9.6979999500,299.1865840000
9.6990003600,299.1857300000
9.6999998100,299.1849060000
9.7010002100,299.1840820000
9.7019996600,299.1832280000
9.7030000700,299.1824040000
9.7040004700,299.1815490000
9.7049999200,299.1807250000
9.7060003300,299.1798710000
9.7069997800,299.1790470000
9.7080001800,299.1782230000
9.7089996300,299.1773680000
9.7100000400,299.1765440000
9.7110004400,299.1756900000
9.7119998900,299.1748660000
9.7130003000,299.1740420000
9.7139997500,299.1731870000
9.7150001500,299.1723630000
9.7159996000,299.1715090000
9.7170000100,299.1706850000
9.7180004100,299.1698610000
9.7189998600,299.1690060000
9.7200002700,299.1681820000
9.7209997200,299.1673580000
9.7220001200,299.1665040000
9.7229995700,299.1656800000
9.7239999800,299.1648250000
9.7250003800,299.1640010000
9.7259998300,299.1631770000
9.7270002400,299.1623540000
9.7279996900,299.1614990000
9.7290000900,299.1606750000
9.7299995400,299.1598510000
9.7309999500,299.1589970000
9.7320003500,299.1581730000
9.7329998000,299.1573490000
9.7340002100,299.1565250000
9.7349996600,299.1556700000
9.7360000600,299.1548460000
9.7370004700,299.1540220000
9.7379999200,299.1531680000
9.7390003200,299.1523440000
9.7399997700,299.1515200000
9.7410001800,299.1506650000
9.7419996300,299.1498410000
9.7430000300,299.1490170000
9.7440004300,299.1481930000
9.7449998900,299.1473390000
9.7460002900,299.1465150000
9.7469997400,299.1456910000
9.7480001400,299.1448360000
9.7489996000,299.1440120000
9.7500000000,299.1431880000
9.7510004000,299.1423650000
9.7519998600,299.1415100000
9.7530002600,299.1406860000
9.7539997100,299.1398620000
9.7550001100,299.1390380000
9.7559995700,299.1382140000
9.7569999700,299.1373600000
9.7580003700,299.1365360000
9.7589998200,299.1357120000
9.7600002300,299.1348880000
9.7609996800,299.1340640000
9.7620000800,299.1332090000
9.7629995300,299.1323850000
9.7639999400,299.1315610000
9.7650003400,299.1307370000
9.7659997900,299.1299130000
9.7670002000,299.1290590000
9.7679996500,299.1282350000
9.7690000500,299.1274110000
9.7700004600,299.1265870000
9.7709999100,299.1257630000
9.7720003100,299.1249080000
9.7729997600,299.1240840000
9.7740001700,299.1232600000
9.7749996200,299.1224370000
9.7760000200,299.1216130000
9.7770004300,299.1207890000
9.7779998800,299.1199650000
9.7790002800,299.1191100000
9.7799997300,299.1182860000
9.7810001400,299.1174620000
9.7819995900,299.1166380000
9.7829999900,299.1158140000
9.7840004000,299.1149900000
9.7849998500,299.1141660000
9.7860002500,299.1133420000
9.7869997000,299.1124880000
9.7880001100,299.1116940000
9.7889995600,299.1108400000
9.7899999600,299.1100160000
9.7910003700,299.1091920000
9.7919998200,299.1083680000
9.7930002200,299.1075440000
9.7939996700,299.1067200000
9.7950000800,299.1058960000
9.7959995300,299.1050720000
9.7969999300,299.1042480000
9.7980003400,299.1034240000
9.7989997900,299.1025700000
9.8000001900,299.1017460000
9.8009996400,299.1009220000
9.8020000500,299.1000980000
9.8030004500,299.0992740000
9.8039999000,299.0984500000
9.8050003100,299.0976260000
9.8059997600,299.0968020000
9.8070001600,299.0959780000
9.8079996100,299.0951540000
9.8090000200,299.0943300000
9.8100004200,299.0935060000
9.8109998700,299.0926820000
9.8120002700,299.0918580000
9.8129997300,299.0910340000
9.8140001300,299.0902100000
9.8149995800,299.0893860000
9.8159999800,299.0885620000
9.8170003900,299.0877380000
9.8179998400,299.0869140000
9.8190002400,299.0860900000
9.8199996900,299.0852660000
9.8210001000,299.0844420000
9.8219995500,299.0836180000
9.8229999500,299.0827940000
9.8240003600,299.0819700000
9.8249998100,299.0811460000
9.8260002100,299.0803220000
9.8269996600,299.0794980000
9.8280000700,299.0786740000
9.8290004700,299.0778500000
9.8299999200,299.0770260000
9.8310003300,299.0762330000
9.8319997800,299.0753780000
9.8330001800,299.0745850000
9.8339996300,299.0737610000
9.8350000400,299.0729370000
9.8360004400,299.0721130000
9.8369998900,299.0712890000
9.8380003000,299.0704650000
9.8389997500,299.0696410000
9.8400001500,299.0688170000
9.8409996000,299.0679930000
9.8420000100,299.0671690000
9.8430004100,299.0663450000
9.8439998600,299.0655520000
9.8450002700,299.0647280000
9.8459997200,299.0639040000
9.8470001200,299.0630800000
9.8479995700,299.0622560000
9.8489999800,299.0614320000
9.8500003800,299.0606080000
9.8509998300,299.0597840000
9.8520002400,299.0589600000
9.8529996900,299.0581360000
9.8540000900,299.0573430000
9.8549995400,299.0565190000
9.8559999500,299.0556950000
9.8570003500,299.0548710000
9.8579998000,299.0540470000
9.8590002100,299.0532530000
9.8599996600,299.0524290000
9.8610000600,299.0516050000
9.8620004700,299.0507810000
9.8629999200,299.0499570000
9.8640003200,299.0491330000
9.8649997700,299.0483400000
9.8660001800,299.0475160000
9.8669996300,299.0466920000
9.8680000300,299.0458680000
9.8690004300,299.0450440000
9.8699998900,299.0442500000
9.8710002900,299.0434270000
9.8719997400,299.0426030000
9.8730001400,299.0417790000
9.8739996000,299.0409850000
9.8750000000,299.0401610000
9.8760004000,299.0393370000
9.8769998600,299.0385130000
9.8780002600,299.0376890000
9.8789997100,299.0368650000
9.8800001100,299.0360720000
9.8809995700,299.0352480000
9.8819999700,299.0344240000
9.8830003700,299.0336000000
9.8839998200,299.0328060000
9.8850002300,299.0319820000
9.8859996800,299.0311580000
9.8870000800,299.0303650000
9.8879995300,299.0295410000
9.8889999400,299.0287170000
9.8900003400,299.0278930000
9.8909997900,299.0271000000
9.8920002000,299.0262760000
9.8929996500,299.0254520000
9.8940000500,299.0246280000
9.8950004600,299.0238340000
9.8959999100,299.0230100000
9.8970003100,299.0221860000
9.8979997600,299.0213930000
9.8990001700,299.0205690000
9.8999996200,299.0197450000
9.9010000200,299.0189510000
9.9020004300,299.0181270000
9.9029998800,299.0173030000
9.9040002800,299.0165100000
9.9049997300,299.0156860000
9.9060001400,299.0148620000
9.9069995900,299.0140380000
9.9079999900,299.0132450000
9.9090004000,299.0124210000
9.9099998500,299.0115970000
9.9110002500,299.0108030000
9.9119997000,299.0099790000
9.9130001100,299.0091860000
9.9139995600,299.0083620000
9.9149999600,299.0075380000
9.9160003700,299.0067440000
9.9169998200,299.0059200000
9.9180002200,299.0050960000
9.9189996700,299.0043030000
9.9200000800,299.0034790000
9.9209995300,299.0026860000
9.9219999300,299.0018620000
9.9230003400,299.0010380000
9.9239997900,299.0002440000
9.9250001900,298.9994200000
9.9259996400,298.9986270000
9.9270000500,298.9978030000
9.9280004500,298.9970090000
9.9289999000,298.9961850000
9.9300003100,298.9953920000
9.9309997600,298.9945680000
9.9320001600,298.9937740000
9.9329996100,298.9929500000
9.9340000200,298.9921260000
9.9350004200,298.9913330000
9.9359998700,298.9905090000
9.9370002700,298.9897160000
9.9379997300,298.9888920000
9.9390001300,298.9880980000
9.9399995800,298.9872740000
9.9409999800,298.9864810000
9.9420003900,298.9856570000
9.9429998400,298.9848630000
9.9440002400,298.9840390000
9.9449996900,298.9832150000
9.9460001000,298.9824220000
9.9469995500,298.9816280000
9.9479999500,298.9808040000
9.9490003600,298.9800110000
9.9499998100,298.9791870000
9.9510002100,298.9783940000
9.9519996600,298.9775700000
9.9530000700,298.9767760000
9.9540004700,298.9759520000
9.9549999200,298.9751590000
9.9560003300,298.9743350000
9.9569997800,298.9735410000
9.9580001800,298.9727170000
9.9589996300,298.9719240000
9.9600000400,298.9711000000
9.9610004400,298.9703060000
9.9619998900,298.9695130000
9.9630003000,298.9686890000
9.9639997500,298.9678960000
9.9650001500,298.9670720000
9.9659996000,298.9662780000
9.9670000100,298.9654850000
9.9680004100,298.9646610000
9.9689998600,298.9638370000
9.9700002700,298.9630430000
9.9709997200,298.9622500000
9.9720001200,298.9614260000
9.9729995700,298.9606320000
9.9739999800,298.9598390000
9.9750003800,298.9590150000
9.9759998300,298.9582210000
9.9770002400,298.9573970000
9.9779996900,298.9566040000
9.9790000900,298.9558110000
9.9799995400,298.9549870000
9.9809999500,298.9541930000
9.9820003500,298.9533690000
9.9829998000,298.9525760000
9.9840002100,298.9517820000
9.9849996600,298.9509580000
9.9860000600,298.9501650000
9.9870004700,298.9493710000
9.9879999200,298.9485470000
9.9890003200,298.9477540000
9.9899997700,298.9469600000
9.9910001800,298.9461360000
9.9919996300,298.9453430000
9.9930000300,298.9445500000
9.9940004300,298.9437260000
9.9949998900,298.9429320000
9.9960002900,298.9421390000
9.9969997400,298.9413450000
9.9980001400,298.9405210000
9.9989996000,298.9397280000
10.0000000000,298.9389340000
10.0010004000,298.9381100000
10.0019999000,298.9373170000
10.0030003000,298.9365230000
10.0039997000,298.9356990000
10.0050001000,298.9349060000
10.0059996000,298.9341130000
10.0070000000,298.9332890000
10.0080004000,298.9324950000
10.0089998000,298.9317020000
10.0100002000,298.9309080000
10.0109997000,298.9301150000
10.0120001000,298.9292910000
10.0129995000,298.9284970000
10.0139999000,298.9277040000
10.0150003000,298.9268800000
10.0159998000,298.9260860000
10.0170002000,298.9252930000
10.0179996000,298.9245000000
10.0190001000,298.9236760000
10.0200005000,298.9228820000
10.0209999000,298.9220890000
10.0220003000,298.9212950000
10.0229998000,298.9205020000
10.0240002000,298.9196780000
10.0249996000,298.9188840000
10.0260000000,298.9180910000
10.0270004000,298.9172970000
10.0279999000,298.9165040000
10.0290003000,298.9156800000
10.0299997000,298.9148860000
10.0310001000,298.9140930000
10.0319996000,298.9133000000
10.0330000000,298.9124760000
10.0340004000,298.9116820000
10.0349998000,298.9108890000
10.0360003000,298.9100950000
10.0369997000,298.9093020000
10.0380001000,298.9085080000
10.0389996000,298.9077150000
10.0400000000,298.9068910000
10.0410004000,298.9060970000
10.0419998000,298.9053040000
10.0430002000,298.9045100000
10.0439997000,298.9037170000
10.0450001000,298.9029240000
10.0459995000,298.9021000000
10.0469999000,298.9013060000
10.0480003000,298.9005130000
10.0489998000,298.8997190000
10.0500002000,298.8989260000
10.0509996000,298.8981320000
10.0520000000,298.8973390000
10.0530005000,298.8965150000
10.0539999000,298.8957520000
10.0550003000,298.8949280000
10.0559998000,298.8941350000
10.0570002000,298.8933410000
10.0579996000,298.8925480000
10.0590000000,298.8917540000
10.0600004000,298.8909610000
10.0609999000,298.8901670000
10.0620003000,298.8893740000
10.0629997000,298.8885800000
10.0640001000,298.8877870000
10.0649996000,298.8869930000
10.0660000000,298.8861690000
10.0670004000,298.8853760000
10.0679998000,298.8845830000
10.0690002000,298.8837890000
10.0699997000,298.8829960000
10.0710001000,298.8822020000
10.0719995000,298.8814090000
10.0730000000,298.8806150000
10.0740004000,298.8798220000
10.0749998000,298.8790280000
10.0760002000,298.8782350000
10.0769997000,298.8774410000
10.0780001000,298.8766480000
10.0790005000,298.8758540000
10.0799999000,298.8750610000
10.0810003000,298.8742680000
10.0819998000,298.8734740000
10.0830002000,298.8726810000
10.0839996000,298.8718870000
10.0850000000,298.8710940000
10.0860004000,298.8703000000
10.0869999000,298.8695070000
10.0880003000,298.8687130000
10.0889997000,298.8679200000
10.0900002000,298.8671260000
10.0909996000,298.8663330000
10.0920000000,298.8655400000
10.0930004000,298.8647460000
10.0939999000,298.8639530000
10.0950003000,298.8631590000
10.0959997000,298.8623660000
10.0970001000,298.8615720000
10.0979996000,298.8607790000
10.0990000000,298.8599850000
10.1000004000,298.8591920000
10.1009998000,298.8583980000
10.1020002000,298.8576050000
10.1029997000,298.8568420000
10.1040001000,298.8560490000
10.1049995000,298.8552550000
10.1059999000,298.8544620000
10.1070004000,298.8536680000
10.1079998000,298.8528750000
10.1090002000,298.8520810000
10.1099997000,298.8512880000
10.1110001000,298.8504940000
10.1120005000,298.8497010000
10.1129999000,298.8489070000
10.1140003000,298.8481450000
10.1149998000,298.8473510000
10.1160002000,298.8465580000
10.1169996000,298.8457640000
10.1180000000,298.8449710000
10.1190004000,298.8441770000
10.1199999000,298.8433840000
10.1210003000,298.8425900000
10.1219997000,298.8417970000
10.1230001000,298.8410340000
10.1239996000,298.8402400000
10.1250000000,298.8394470000
10.1260004000,298.8386540000
10.1269999000,298.8378600000
10.1280003000,298.8370670000
10.1289997000,298.8363040000
10.1300001000,298.8355100000
10.1309996000,298.8347170000
10.1320000000,298.8339230000
10.1330004000,298.8331300000
10.1339998000,298.8323360000
10.1350002000,298.8315730000
10.1359997000,298.8307800000
10.1370001000,298.8299870000
10.1379995000,298.8291930000
10.1389999000,298.8284000000
10.1400003000,298.8276060000
10.1409998000,298.8268430000
10.1420002000,298.8260500000
10.1429996000,298.8252560000
10.1440001000,298.8244930000
10.1450005000,298.8237000000
10.1459999000,298.8229060000
10.1470003000,298.8221130000
10.1479998000,298.8213200000
10.1490002000,298.8205260000
10.1499996000,298.8197630000
10.1510000000,298.8189700000
10.1520004000,298.8181760000
10.1529999000,298.8174130000
10.1540003000,298.8166200000
10.1549997000,298.8158260000
10.1560001000,298.8150330000
10.1569996000,298.8142400000
10.1580000000,298.8134770000
10.1590004000,298.8126830000
10.1599998000,298.8118900000
10.1610003000,298.8110960000
10.1619997000,298.8103330000
10.1630001000,298.8095400000
10.1639996000,298.8087460000
10.1650000000,298.8079830000
10.1660004000,298.8071900000
10.1669998000,298.8063960000
10.1680002000,298.8056340000
10.1689997000,298.8048400000
10.1700001000,298.8040470000
10.1709995000,298.8032840000
10.1719999000,298.8024900000
10.1730003000,298.8016970000
10.1739998000,298.8009340000
10.1750002000,298.8001400000
10.1759996000,298.7993470000
10.1770000000,298.7985840000
10.1780005000,298.7977910000
10.1789999000,298.7969970000
10.1800003000,298.7962340000
10.1809998000,298.7954410000
10.1820002000,298.7946470000
10.1829996000,298.7938840000
10.1840000000,298.7930910000
10.1850004000,298.7922970000
10.1859999000,298.7915340000
10.1870003000,298.7907410000
10.1879997000,298.7899480000
10.1890001000,298.7891850000
10.1899996000,298.7883910000
10.1910000000,298.7875980000
10.1920004000,298.7868350000
10.1929998000,298.7860410000
10.1940002000,298.7852780000
10.1949997000,298.7844850000
10.1960001000,298.7836910000
10.1969995000,298.7829280000
10.1980000000,298.7821350000
10.1990004000,298.7813720000
10.1999998000,298.7805790000
10.2010002000,298.7797850000
10.2019997000,298.7790220000
10.2030001000,298.7782290000
10.2040005000,298.7774660000
