Time [s],Monitor Point: CenterVel (Velocity) [m s^-1],Monitor Point: Inlet (Velocity) [m s^-1],Monitor Point: r0Vel (Velocity) [m s^-1],Monitor Point: r1Vel (Velocity) [m s^-1],Monitor Point: r2Vel (Velocity) [m s^-1],Monitor Point: r3Vel (Velocity) [m s^-1],Monitor Point: r4Vel (Velocity) [m s^-1]
1.7209999600,0.5013693570,0.5086324810,0.5013693570,0.4631995860,0.2949744160,0.1280988600,0.0250368975
1.7235000100,0.5013693570,0.5086324810,0.5013693570,0.4631995860,0.2949743870,0.1280988600,0.0250369105
1.7259999500,0.5013692980,0.5086324810,0.5013692980,0.4631995560,0.2949743870,0.1280988600,0.0250369254
1.7285000100,0.5013692980,0.5086324810,0.5013692980,0.4631995560,0.2949743570,0.1280988600,0.0250369404
1.7309999500,0.5013692980,0.5086324810,0.5013692980,0.4631995260,0.2949743570,0.1280988600,0.0250369553
1.7335000000,0.5013692980,0.5086324810,0.5013692980,0.4631995260,0.2949743270,0.1280988600,0.0250369683
1.7359999400,0.5013692380,0.5086324810,0.5013692380,0.4631994960,0.2949743270,0.1280988600,0.0250369832
1.7385000000,0.5013692380,0.5086324810,0.5013692380,0.4631994960,0.2949742970,0.1280988600,0.0250369981
1.7410000600,0.5013692380,0.5086324810,0.5013692380,0.4631994660,0.2949742970,0.1280988600,0.0250370130
1.7434999900,0.5013692380,0.5086324810,0.5013692380,0.4631994660,0.2949742670,0.1280988600,0.0250370279
1.7460000500,0.5013691780,0.5086324810,0.5013691780,0.4631994370,0.2949742670,0.1280988600,0.0250370428
1.7484999900,0.5013691780,0.5086324810,0.5013691780,0.4631994370,0.2949742380,0.1280988600,0.0250370558
1.7510000500,0.5013691780,0.5086324810,0.5013691780,0.4631994070,0.2949742380,0.1280988600,0.0250370707
1.7534999800,0.5013691190,0.5086324810,0.5013691190,0.4631994070,0.2949742080,0.1280988450,0.0250370856
1.7560000400,0.5013691190,0.5086324810,0.5013691190,0.4631993770,0.2949742080,0.1280988450,0.0250370987
1.7584999800,0.5013691190,0.5086324810,0.5013691190,0.4631993770,0.2949741780,0.1280988450,0.0250371136
1.7610000400,0.5013691190,0.5086324810,0.5013691190,0.4631993470,0.2949741780,0.1280988450,0.0250371285
1.7634999800,0.5013690590,0.5086324810,0.5013690590,0.4631993470,0.2949741480,0.1280988450,0.0250371415
1.7660000300,0.5013690590,0.5086324810,0.5013690590,0.4631993170,0.2949741480,0.1280988450,0.0250371564
1.7684999700,0.5013690590,0.5086324810,0.5013690590,0.4631993170,0.2949741180,0.1280988450,0.0250371713
1.7710000300,0.5013690590,0.5086324810,0.5013690590,0.4631992880,0.2949741180,0.1280988450,0.0250371844
1.7734999700,0.5013689990,0.5086324810,0.5013689990,0.4631992880,0.2949740890,0.1280988450,0.0250371993
1.7760000200,0.5013689990,0.5086324810,0.5013689990,0.4631992580,0.2949740890,0.1280988450,0.0250372123
1.7784999600,0.5013689990,0.5086324810,0.5013689990,0.4631992580,0.2949740590,0.1280988450,0.0250372272
1.7810000200,0.5013689990,0.5086324810,0.5013689990,0.4631992280,0.2949740590,0.1280988450,0.0250372421
1.7834999600,0.5013689400,0.5086324810,0.5013689400,0.4631992280,0.2949740290,0.1280988450,0.0250372551
1.7860000100,0.5013689400,0.5086324810,0.5013689400,0.4631991980,0.2949740290,0.1280988450,0.0250372700
1.7884999500,0.5013689400,0.5086324810,0.5013689400,0.4631991980,0.2949739990,0.1280988450,0.0250372831
1.7910000100,0.5013688800,0.5086324810,0.5013688800,0.4631991680,0.2949739990,0.1280988450,0.0250372980
1.7934999500,0.5013688800,0.5086324810,0.5013688800,0.4631991680,0.2949739690,0.1280988450,0.0250373129
1.7960000000,0.5013688800,0.5086324810,0.5013688800,0.4631991390,0.2949739690,0.1280988450,0.0250373278
1.7984999400,0.5013688800,0.5086324810,0.5013688800,0.4631991390,0.2949739400,0.1280988450,0.0250373408
1.8010000000,0.5013688210,0.5086324810,0.5013688210,0.4631991090,0.2949739400,0.1280988450,0.0250373557
1.8035000600,0.5013688210,0.5086324810,0.5013688210,0.4631991090,0.2949739100,0.1280988450,0.0250373688
1.8059999900,0.5013688210,0.5086324810,0.5013688210,0.4631990790,0.2949739100,0.1280988450,0.0250373837
1.8085000500,0.5013688210,0.5086324810,0.5013688210,0.4631990790,0.2949738800,0.1280988450,0.0250373967
1.8109999900,0.5013687610,0.5086324810,0.5013687610,0.4631990490,0.2949738800,0.1280988450,0.0250374116
1.8135000500,0.5013687610,0.5086324810,0.5013687610,0.4631990490,0.2949738500,0.1280988450,0.0250374246
1.8159999800,0.5013687610,0.5086324810,0.5013687610,0.4631990190,0.2949738500,0.1280988450,0.0250374395
1.8185000400,0.5013687610,0.5086324810,0.5013687610,0.4631990190,0.2949738200,0.1280988450,0.0250374526
1.8209999800,0.5013687010,0.5086324810,0.5013687010,0.4631989900,0.2949738200,0.1280988450,0.0250374675
1.8235000400,0.5013687010,0.5086324810,0.5013687010,0.4631989900,0.2949738200,0.1280988450,0.0250374805
1.8259999800,0.5013687010,0.5086324810,0.5013687010,0.4631989900,0.2949737910,0.1280988450,0.0250374936
1.8285000300,0.5013687010,0.5086324810,0.5013687010,0.4631989600,0.2949737910,0.1280988450,0.0250375085
1.8309999700,0.5013687010,0.5086324810,0.5013687010,0.4631989600,0.2949737610,0.1280988450,0.0250375215
1.8335000300,0.5013686420,0.5086324810,0.5013686420,0.4631989300,0.2949737610,0.1280988450,0.0250375364
1.8359999700,0.5013686420,0.5086324810,0.5013686420,0.4631989300,0.2949737310,0.1280988450,0.0250375494
1.8385000200,0.5013686420,0.5086324810,0.5013686420,0.4631989000,0.2949737310,0.1280988450,0.0250375643
1.8409999600,0.5013686420,0.5086324810,0.5013686420,0.4631989000,0.2949737010,0.1280988450,0.0250375774
1.8435000200,0.5013685820,0.5086324810,0.5013685820,0.4631988700,0.2949737010,0.1280988450,0.0250375904
1.8459999600,0.5013685820,0.5086324810,0.5013685820,0.4631988700,0.2949736710,0.1280988450,0.0250376053
1.8485000100,0.5013685820,0.5086324810,0.5013685820,0.4631988410,0.2949736710,0.1280988450,0.0250376184
1.8509999500,0.5013685820,0.5086324810,0.5013685820,0.4631988410,0.2949736420,0.1280988450,0.0250376314
1.8535000100,0.5013685230,0.5086324810,0.5013685230,0.4631988110,0.2949736420,0.1280988450,0.0250376463
1.8559999500,0.5013685230,0.5086324810,0.5013685230,0.4631988110,0.2949736120,0.1280988450,0.0250376593
1.8585000000,0.5013685230,0.5086324810,0.5013685230,0.4631987810,0.2949736120,0.1280988450,0.0250376724
1.8609999400,0.5013685230,0.5086324810,0.5013685230,0.4631987810,0.2949736120,0.1280988450,0.0250376873
1.8635000000,0.5013684630,0.5086324810,0.5013684630,0.4631987510,0.2949735820,0.1280988450,0.0250377003
1.8660000600,0.5013684630,0.5086324810,0.5013684630,0.4631987510,0.2949735820,0.1280988450,0.0250377133
1.8684999900,0.5013684630,0.5086324810,0.5013684630,0.4631987510,0.2949735520,0.1280988450,0.0250377283
1.8710000500,0.5013684630,0.5086324810,0.5013684630,0.4631987210,0.2949735520,0.1280988450,0.0250377413
1.8734999900,0.5013684030,0.5086324810,0.5013684030,0.4631987210,0.2949735220,0.1280988450,0.0250377543
1.8760000500,0.5013684030,0.5086324810,0.5013684030,0.4631986920,0.2949735220,0.1280988450,0.0250377674
1.8784999800,0.5013684030,0.5086324810,0.5013684030,0.4631986920,0.2949734930,0.1280988450,0.0250377823
1.8810000400,0.5013684030,0.5086324810,0.5013684030,0.4631986620,0.2949734930,0.1280988450,0.0250377953
1.8834999800,0.5013684030,0.5086324810,0.5013684030,0.4631986620,0.2949734930,0.1280988450,0.0250378083
1.8860000400,0.5013683440,0.5086324810,0.5013683440,0.4631986320,0.2949734630,0.1280988450,0.0250378214
1.8884999800,0.5013683440,0.5086324810,0.5013683440,0.4631986320,0.2949734630,0.1280988450,0.0250378363
1.8910000300,0.5013683440,0.5086324810,0.5013683440,0.4631986020,0.2949734330,0.1280988450,0.0250378493
1.8934999700,0.5013683440,0.5086324810,0.5013683440,0.4631986020,0.2949734330,0.1280988450,0.0250378624
1.8960000300,0.5013682840,0.5086324810,0.5013682840,0.4631986020,0.2949734030,0.1280988450,0.0250378754
1.8984999700,0.5013682840,0.5086324810,0.5013682840,0.4631985720,0.2949734030,0.1280988450,0.0250378884
1.9010000200,0.5013682840,0.5086324810,0.5013682840,0.4631985720,0.2949733730,0.1280988450,0.0250379015
1.9034999600,0.5013682840,0.5086324810,0.5013682840,0.4631985430,0.2949733730,0.1280988450,0.0250379164
1.9060000200,0.5013682250,0.5086324810,0.5013682250,0.4631985430,0.2949733730,0.1280988450,0.0250379294
1.9084999600,0.5013682250,0.5086324810,0.5013682250,0.4631985130,0.2949733440,0.1280988450,0.0250379425
1.9110000100,0.5013682250,0.5086324810,0.5013682250,0.4631985130,0.2949733440,0.1280988450,0.0250379555
1.9134999500,0.5013682250,0.5086324810,0.5013682250,0.4631984830,0.2949733140,0.1280988450,0.0250379685
1.9160000100,0.5013682250,0.5086324810,0.5013682250,0.4631984830,0.2949733140,0.1280988450,0.0250379816
1.9184999500,0.5013681650,0.5086324810,0.5013681650,0.4631984830,0.2949732840,0.1280988450,0.0250379946
1.9210000000,0.5013681650,0.5086324810,0.5013681650,0.4631984530,0.2949732840,0.1280988450,0.0250380076
1.9234999400,0.5013681650,0.5086324810,0.5013681650,0.4631984530,0.2949732840,0.1280988450,0.0250380207
1.9260000000,0.5013681650,0.5086324810,0.5013681650,0.4631984230,0.2949732540,0.1280988450,0.0250380337
1.9285000600,0.5013681050,0.5086324810,0.5013681050,0.4631984230,0.2949732540,0.1280988450,0.0250380468
1.9309999900,0.5013681050,0.5086324810,0.5013681050,0.4631983940,0.2949732240,0.1280988450,0.0250380598
1.9335000500,0.5013681050,0.5086324810,0.5013681050,0.4631983940,0.2949732240,0.1280988450,0.0250380728
1.9359999900,0.5013681050,0.5086324810,0.5013681050,0.4631983940,0.2949731950,0.1280988450,0.0250380859
1.9385000500,0.5013681050,0.5086324810,0.5013681050,0.4631983640,0.2949731950,0.1280988450,0.0250380989
1.9409999800,0.5013680460,0.5086324810,0.5013680460,0.4631983640,0.2949731950,0.1280988450,0.0250381120
1.9435000400,0.5013680460,0.5086324810,0.5013680460,0.4631983340,0.2949731650,0.1280988450,0.0250381250
1.9459999800,0.5013680460,0.5086324810,0.5013680460,0.4631983340,0.2949731650,0.1280988450,0.0250381380
1.9485000400,0.5013680460,0.5086324810,0.5013680460,0.4631983040,0.2949731350,0.1280988450,0.0250381511
1.9509999800,0.5013679860,0.5086324810,0.5013679860,0.4631983040,0.2949731350,0.1280988450,0.0250381641
1.9535000300,0.5013679860,0.5086324810,0.5013679860,0.4631983040,0.2949731050,0.1280988450,0.0250381771
1.9559999700,0.5013679860,0.5086324810,0.5013679860,0.4631982740,0.2949731050,0.1280988450,0.0250381902
1.9585000300,0.5013679860,0.5086324810,0.5013679860,0.4631982740,0.2949730750,0.1280988450,0.0250382014
1.9609999700,0.5013679860,0.5086324810,0.5013679860,0.4631982450,0.2949730750,0.1280988450,0.0250382144
1.9635000200,0.5013679270,0.5086324810,0.5013679270,0.4631982450,0.2949730750,0.1280988450,0.0250382274
1.9659999600,0.5013679270,0.5086324810,0.5013679270,0.4631982150,0.2949730460,0.1280988450,0.0250382405
1.9685000200,0.5013679270,0.5086324810,0.5013679270,0.4631982150,0.2949730460,0.1280988450,0.0250382535
1.9709999600,0.5013679270,0.5086324810,0.5013679270,0.4631982150,0.2949730160,0.1280988450,0.0250382666
1.9735000100,0.5013678670,0.5086324810,0.5013678670,0.4631981850,0.2949730160,0.1280988450,0.0250382796
1.9759999500,0.5013678670,0.5086324810,0.5013678670,0.4631981550,0.2949729860,0.1280988450,0.0250382908
1.9785000100,0.5013678670,0.5086324810,0.5013678670,0.4631981550,0.2949729860,0.1280988450,0.0250383038
1.9809999500,0.5013678670,0.5086324810,0.5013678670,0.4631981550,0.2949729860,0.1280988450,0.0250383168
1.9835000000,0.5013678670,0.5086324810,0.5013678670,0.4631981250,0.2949729560,0.1280988450,0.0250383299
1.9859999400,0.5013678070,0.5086324810,0.5013678070,0.4631981250,0.2949729560,0.1280988450,0.0250383429
1.9885000000,0.5013678070,0.5086324810,0.5013678070,0.4631980960,0.2949729260,0.1280988600,0.0250383541
1.9910000600,0.5013678070,0.5086324810,0.5013678070,0.4631980960,0.2949729260,0.1280988600,0.0250383671
1.9934999900,0.5013678070,0.5086324810,0.5013678070,0.4631980960,0.2949729260,0.1280988600,0.0250383783
1.9960000500,0.5013678070,0.5086324810,0.5013678070,0.4631980660,0.2949728970,0.1280988600,0.0250383914
1.9984999900,0.5013677480,0.5086324810,0.5013677480,0.4631980660,0.2949728970,0.1280988600,0.0250384044
2.0009999300,0.5013677480,0.5086324810,0.5013677480,0.4631980360,0.2949728670,0.1280988600,0.0250384156
2.0034999800,0.5013677480,0.5086324810,0.5013677480,0.4631980360,0.2949728670,0.1280988600,0.0250384286
2.0060000400,0.5013677480,0.5086324810,0.5013677480,0.4631980360,0.2949728670,0.1280988600,0.0250384416
2.0085001000,0.5013676880,0.5086324810,0.5013676880,0.4631980060,0.2949728370,0.1280988600,0.0250384528
2.0109999200,0.5013676880,0.5086324810,0.5013676880,0.4631980060,0.2949728370,0.1280988600,0.0250384659
2.0134999800,0.5013676880,0.5086324810,0.5013676880,0.4631979760,0.2949728070,0.1280988600,0.0250384789
2.0160000300,0.5013676880,0.5086324810,0.5013676880,0.4631979760,0.2949728070,0.1280988600,0.0250384901
2.0185000900,0.5013676880,0.5086324810,0.5013676880,0.4631979760,0.2949728070,0.1280988600,0.0250385012
2.0209999100,0.5013676290,0.5086324810,0.5013676290,0.4631979470,0.2949727770,0.1280988600,0.0250385143
2.0234999700,0.5013676290,0.5086324810,0.5013676290,0.4631979470,0.2949727770,0.1280988600,0.0250385255
2.0260000200,0.5013676290,0.5086324810,0.5013676290,0.4631979170,0.2949727480,0.1280988600,0.0250385385
2.0285000800,0.5013676290,0.5086324810,0.5013676290,0.4631979170,0.2949727480,0.1280988600,0.0250385515
2.0309999000,0.5013676290,0.5086324810,0.5013676290,0.4631979170,0.2949727480,0.1280988600,0.0250385627
2.0334999600,0.5013675690,0.5086324810,0.5013675690,0.4631978870,0.2949727180,0.1280988600,0.0250385758
2.0360000100,0.5013675690,0.5086324810,0.5013675690,0.4631978870,0.2949727180,0.1280988600,0.0250385869
2.0385000700,0.5013675690,0.5086324810,0.5013675690,0.4631978570,0.2949727180,0.1280988600,0.0250385981
2.0409998900,0.5013675690,0.5086324810,0.5013675690,0.4631978570,0.2949726880,0.1280988600,0.0250386111
2.0434999500,0.5013675690,0.5086324810,0.5013675690,0.4631978570,0.2949726880,0.1280988600,0.0250386223
2.0460000000,0.5013675090,0.5086324810,0.5013675090,0.4631978270,0.2949726580,0.1280988600,0.0250386354
2.0485000600,0.5013675090,0.5086324810,0.5013675090,0.4631978270,0.2949726580,0.1280988600,0.0250386465
2.0510001200,0.5013675090,0.5086324810,0.5013675090,0.4631977980,0.2949726580,0.1280988600,0.0250386596
2.0534999400,0.5013675090,0.5086324810,0.5013675090,0.4631977980,0.2949726280,0.1280988600,0.0250386707
2.0559999900,0.5013675090,0.5086324810,0.5013675090,0.4631977980,0.2949726280,0.1280988600,0.0250386819
2.0585000500,0.5013674500,0.5086324810,0.5013674500,0.4631977680,0.2949726280,0.1280988600,0.0250386931
2.0610001100,0.5013674500,0.5086324810,0.5013674500,0.4631977680,0.2949725990,0.1280988600,0.0250387061
2.0634999300,0.5013674500,0.5086324810,0.5013674500,0.4631977680,0.2949725990,0.1280988600,0.0250387173
2.0659999800,0.5013674500,0.5086324810,0.5013674500,0.4631977380,0.2949725690,0.1280988600,0.0250387304
2.0685000400,0.5013674500,0.5086324810,0.5013674500,0.4631977380,0.2949725690,0.1280988600,0.0250387415
2.0710001000,0.5013673900,0.5086324810,0.5013673900,0.4631977080,0.2949725690,0.1280988600,0.0250387527
2.0734999200,0.5013673900,0.5086324810,0.5013673900,0.4631977080,0.2949725390,0.1280988600,0.0250387657
2.0759999800,0.5013673900,0.5086324810,0.5013673900,0.4631977080,0.2949725390,0.1280988600,0.0250387769
2.0785000300,0.5013673900,0.5086324810,0.5013673900,0.4631976780,0.2949725390,0.1280988600,0.0250387881
2.0810000900,0.5013673900,0.5086324810,0.5013673900,0.4631976780,0.2949725090,0.1280988600,0.0250387993
2.0834999100,0.5013673310,0.5086324810,0.5013673310,0.4631976490,0.2949725090,0.1280988600,0.0250388104
2.0859999700,0.5013673310,0.5086324810,0.5013673310,0.4631976490,0.2949724790,0.1280988600,0.0250388235
2.0885000200,0.5013673310,0.5086324810,0.5013673310,0.4631976490,0.2949724790,0.1280988600,0.0250388347
2.0910000800,0.5013673310,0.5086324810,0.5013673310,0.4631976190,0.2949724790,0.1280988750,0.0250388458
2.0934999000,0.5013673310,0.5086324810,0.5013673310,0.4631976190,0.2949724500,0.1280988750,0.0250388589
2.0959999600,0.5013672710,0.5086324810,0.5013672710,0.4631976190,0.2949724500,0.1280988750,0.0250388682
2.0985000100,0.5013672710,0.5086324810,0.5013672710,0.4631975890,0.2949724500,0.1280988750,0.0250388812
2.1010000700,0.5013672710,0.5086324810,0.5013672710,0.4631975890,0.2949724200,0.1280988750,0.0250388924
2.1034998900,0.5013672710,0.5086324810,0.5013672710,0.4631975890,0.2949724200,0.1280988750,0.0250389036
2.1059999500,0.5013672710,0.5086324810,0.5013672710,0.4631975590,0.2949724200,0.1280988750,0.0250389148
2.1085000000,0.5013672110,0.5086324810,0.5013672110,0.4631975590,0.2949723900,0.1280988750,0.0250389259
2.1110000600,0.5013672110,0.5086324810,0.5013672110,0.4631975290,0.2949723900,0.1280988750,0.0250389371
2.1135001200,0.5013672110,0.5086324810,0.5013672110,0.4631975290,0.2949723900,0.1280988750,0.0250389483
2.1159999400,0.5013672110,0.5086324810,0.5013672110,0.4631975290,0.2949723600,0.1280988750,0.0250389595
2.1184999900,0.5013672110,0.5086324810,0.5013672110,0.4631975000,0.2949723600,0.1280988750,0.0250389706
2.1210000500,0.5013671520,0.5086324810,0.5013671520,0.4631975000,0.2949723300,0.1280988750,0.0250389837
2.1235001100,0.5013671520,0.5086324810,0.5013671520,0.4631975000,0.2949723300,0.1280988750,0.0250389948
2.1259999300,0.5013671520,0.5086324810,0.5013671520,0.4631974700,0.2949723300,0.1280988750,0.0250390042
2.1284999800,0.5013671520,0.5086324810,0.5013671520,0.4631974700,0.2949723010,0.1280988750,0.0250390153
2.1310000400,0.5013671520,0.5086324810,0.5013671520,0.4631974700,0.2949723010,0.1280988750,0.0250390265
2.1335001000,0.5013671520,0.5086324810,0.5013671520,0.4631974400,0.2949723010,0.1280988750,0.0250390377
2.1359999200,0.5013670920,0.5086324810,0.5013670920,0.4631974400,0.2949722710,0.1280988750,0.0250390507
2.1384999800,0.5013670920,0.5086324810,0.5013670920,0.4631974400,0.2949722710,0.1280988750,0.0250390619
2.1410000300,0.5013670920,0.5086324810,0.5013670920,0.4631974100,0.2949722710,0.1280988750,0.0250390712
2.1435000900,0.5013670920,0.5086324810,0.5013670920,0.4631974100,0.2949722410,0.1280988750,0.0250390824
2.1459999100,0.5013670920,0.5086324810,0.5013670920,0.4631973800,0.2949722410,0.1280988750,0.0250390936
2.1484999700,0.5013670330,0.5086324810,0.5013670330,0.4631973800,0.2949722410,0.1280988750,0.0250391047
2.1510000200,0.5013670330,0.5086324810,0.5013670330,0.4631973800,0.2949722110,0.1280988750,0.0250391159
2.1535000800,0.5013670330,0.5086324810,0.5013670330,0.4631973510,0.2949722110,0.1280988750,0.0250391252
2.1559999000,0.5013670330,0.5086324810,0.5013670330,0.4631973510,0.2949722110,0.1280988750,0.0250391364
2.1584999600,0.5013670330,0.5086324810,0.5013670330,0.4631973510,0.2949721810,0.1280988750,0.0250391476
2.1610000100,0.5013670330,0.5086324810,0.5013670330,0.4631973210,0.2949721810,0.1280988750,0.0250391588
2.1635000700,0.5013669730,0.5086324810,0.5013669730,0.4631973210,0.2949721810,0.1280988750,0.0250391699
2.1659998900,0.5013669730,0.5086324810,0.5013669730,0.4631973210,0.2949721520,0.1280988750,0.0250391811
2.1684999500,0.5013669730,0.5086324810,0.5013669730,0.4631972910,0.2949721520,0.1280988750,0.0250391904
2.1710000000,0.5013669730,0.5086324810,0.5013669730,0.4631972910,0.2949721520,0.1280988750,0.0250392016
2.1735000600,0.5013669730,0.5086324810,0.5013669730,0.4631972910,0.2949721220,0.1280988750,0.0250392128
2.1760001200,0.5013669130,0.5086324810,0.5013669130,0.4631972610,0.2949721220,0.1280988750,0.0250392240
2.1784999400,0.5013669130,0.5086324810,0.5013669130,0.4631972610,0.2949721220,0.1280988750,0.0250392333
2.1809999900,0.5013669130,0.5086324810,0.5013669130,0.4631972610,0.2949720920,0.1280988750,0.0250392444
2.1835000500,0.5013669130,0.5086324810,0.5013669130,0.4631972310,0.2949720920,0.1280988750,0.0250392556
2.1860001100,0.5013669130,0.5086324810,0.5013669130,0.4631972310,0.2949720920,0.1280988750,0.0250392668
2.1884999300,0.5013669130,0.5086324810,0.5013669130,0.4631972310,0.2949720620,0.1280988750,0.0250392761
2.1909999800,0.5013668540,0.5086324810,0.5013668540,0.4631972010,0.2949720620,0.1280988750,0.0250392873
2.1935000400,0.5013668540,0.5086324810,0.5013668540,0.4631972010,0.2949720620,0.1280988750,0.0250392985
2.1960001000,0.5013668540,0.5086324810,0.5013668540,0.4631972010,0.2949720320,0.1280988750,0.0250393078
2.1984999200,0.5013668540,0.5086324810,0.5013668540,0.4631971720,0.2949720320,0.1280988750,0.0250393189
2.2009999800,0.5013668540,0.5086324810,0.5013668540,0.4631971720,0.2949720320,0.1280988750,0.0250393283
2.2035000300,0.5013668540,0.5086324810,0.5013668540,0.4631971720,0.2949720030,0.1280988750,0.0250393394
2.2060000900,0.5013667940,0.5086324810,0.5013667940,0.4631971420,0.2949720030,0.1280988750,0.0250393506
2.2084999100,0.5013667940,0.5086324810,0.5013667940,0.4631971420,0.2949720030,0.1280988750,0.0250393599
2.2109999700,0.5013667940,0.5086324810,0.5013667940,0.4631971420,0.2949719730,0.1280988750,0.0250393711
2.2135000200,0.5013667940,0.5086324810,0.5013667940,0.4631971120,0.2949719730,0.1280988750,0.0250393804
2.2160000800,0.5013667940,0.5086324810,0.5013667940,0.4631971120,0.2949719730,0.1280988750,0.0250393916
2.2184999000,0.5013667940,0.5086324810,0.5013667940,0.4631971120,0.2949719430,0.1280988750,0.0250394028
2.2209999600,0.5013667350,0.5086324810,0.5013667350,0.4631970820,0.2949719430,0.1280988900,0.0250394121
2.2235000100,0.5013667350,0.5086324810,0.5013667350,0.4631970820,0.2949719430,0.1280988900,0.0250394214
2.2260000700,0.5013667350,0.5086324810,0.5013667350,0.4631970820,0.2949719430,0.1280988900,0.0250394326
2.2284998900,0.5013667350,0.5086324810,0.5013667350,0.4631970520,0.2949719130,0.1280988900,0.0250394419
2.2309999500,0.5013667350,0.5086324810,0.5013667350,0.4631970520,0.2949719130,0.1280988900,0.0250394531
2.2335000000,0.5013667350,0.5086324810,0.5013667350,0.4631970520,0.2949719130,0.1280988900,0.0250394624
2.2360000600,0.5013666750,0.5086324810,0.5013666750,0.4631970230,0.2949718830,0.1280988900,0.0250394735
2.2385001200,0.5013666750,0.5086324810,0.5013666750,0.4631970230,0.2949718830,0.1280988900,0.0250394829
2.2409999400,0.5013666750,0.5086324810,0.5013666750,0.4631970230,0.2949718830,0.1280988900,0.0250394922
2.2434999900,0.5013666750,0.5086324810,0.5013666750,0.4631970230,0.2949718530,0.1280988900,0.0250395034
2.2460000500,0.5013666750,0.5086324810,0.5013666750,0.4631969930,0.2949718530,0.1280988900,0.0250395127
2.2485001100,0.5013666750,0.5086324810,0.5013666750,0.4631969930,0.2949718530,0.1280988900,0.0250395238
2.2509999300,0.5013666150,0.5086324810,0.5013666150,0.4631969930,0.2949718240,0.1280988900,0.0250395332
2.2534999800,0.5013666150,0.5086324810,0.5013666150,0.4631969630,0.2949718240,0.1280988900,0.0250395425
2.2560000400,0.5013666150,0.5086324810,0.5013666150,0.4631969630,0.2949718240,0.1280988900,0.0250395518
2.2585001000,0.5013666150,0.5086324810,0.5013666150,0.4631969630,0.2949718240,0.1280988900,0.0250395611
2.2609999200,0.5013666150,0.5086324810,0.5013666150,0.4631969330,0.2949717940,0.1280988900,0.0250395723
2.2634999800,0.5013666150,0.5086324810,0.5013666150,0.4631969330,0.2949717940,0.1280988900,0.0250395816
2.2660000300,0.5013665560,0.5086324810,0.5013665560,0.4631969330,0.2949717940,0.1280988900,0.0250395909
2.2685000900,0.5013665560,0.5086324810,0.5013665560,0.4631969030,0.2949717640,0.1280988900,0.0250396002
2.2709999100,0.5013665560,0.5086324810,0.5013665560,0.4631969030,0.2949717640,0.1280989050,0.0250396114
2.2734999700,0.5013665560,0.5086324810,0.5013665560,0.4631969030,0.2949717640,0.1280989050,0.0250396207
2.2760000200,0.5013665560,0.5086324810,0.5013665560,0.4631969030,0.2949717340,0.1280989050,0.0250396300
2.2785000800,0.5013665560,0.5086324810,0.5013665560,0.4631968740,0.2949717340,0.1280989050,0.0250396393
2.2809999000,0.5013664960,0.5086324810,0.5013664960,0.4631968740,0.2949717340,0.1280989050,0.0250396486
2.2834999600,0.5013664960,0.5086324810,0.5013664960,0.4631968740,0.2949717340,0.1280989050,0.0250396598
2.2860000100,0.5013664960,0.5086324810,0.5013664960,0.4631968440,0.2949717040,0.1280989050,0.0250396691
2.2885000700,0.5013664960,0.5086324810,0.5013664960,0.4631968440,0.2949717040,0.1280989050,0.0250396784
2.2909998900,0.5013664960,0.5086324810,0.5013664960,0.4631968440,0.2949717040,0.1280989050,0.0250396878
2.2934999500,0.5013664960,0.5086324810,0.5013664960,0.4631968140,0.2949716750,0.1280989050,0.0250396971
2.2960000000,0.5013664960,0.5086324810,0.5013664960,0.4631968140,0.2949716750,0.1280989050,0.0250397064
2.2985000600,0.5013664360,0.5086324810,0.5013664360,0.4631968140,0.2949716750,0.1280989050,0.0250397157
2.3010001200,0.5013664360,0.5086324810,0.5013664360,0.4631968140,0.2949716750,0.1280989050,0.0250397250
2.3034999400,0.5013664360,0.5086324810,0.5013664360,0.4631967840,0.2949716450,0.1280989050,0.0250397343
2.3059999900,0.5013664360,0.5086324810,0.5013664360,0.4631967840,0.2949716450,0.1280989050,0.0250397436
2.3085000500,0.5013664360,0.5086324810,0.5013664360,0.4631967840,0.2949716450,0.1280989050,0.0250397548
2.3110001100,0.5013664360,0.5086324810,0.5013664360,0.4631967540,0.2949716150,0.1280989050,0.0250397623
2.3134999300,0.5013663770,0.5086324810,0.5013663770,0.4631967540,0.2949716150,0.1280989050,0.0250397716
2.3159999800,0.5013663770,0.5086324810,0.5013663770,0.4631967540,0.2949716150,0.1280989050,0.0250397809
2.3185000400,0.5013663770,0.5086324810,0.5013663770,0.4631967250,0.2949715850,0.1280989050,0.0250397902
2.3210001000,0.5013663770,0.5086324810,0.5013663770,0.4631967250,0.2949715850,0.1280989050,0.0250397995
2.3234999200,0.5013663770,0.5086324810,0.5013663770,0.4631967250,0.2949715850,0.1280989050,0.0250398088
2.3259999800,0.5013663770,0.5086324810,0.5013663770,0.4631967250,0.2949715550,0.1280989050,0.0250398181
2.3285000300,0.5013663770,0.5086324810,0.5013663770,0.4631966950,0.2949715550,0.1280989050,0.0250398275
2.3310000900,0.5013663170,0.5086324810,0.5013663170,0.4631966950,0.2949715550,0.1280989050,0.0250398368
2.3334999100,0.5013663170,0.5086324810,0.5013663170,0.4631966950,0.2949715550,0.1280989050,0.0250398461
