Time [s],Monitor Point: CenterVel (Velocity) [m s^-1],Monitor Point: Inlet (Velocity) [m s^-1],Monitor Point: r0Vel (Velocity) [m s^-1],Monitor Point: r1Vel (Velocity) [m s^-1],Monitor Point: r2Vel (Velocity) [m s^-1],Monitor Point: r3Vel (Velocity) [m s^-1],Monitor Point: r4Vel (Velocity) [m s^-1]
2.3359999700,0.5013663170,0.5086324810,0.5013663170,0.4631966650,0.2949715260,0.1280989050,0.0250398554
2.3385000200,0.5013663170,0.5086324810,0.5013663170,0.4631966650,0.2949715260,0.1280989050,0.0250398647
2.3410000800,0.5013663170,0.5086324810,0.5013663170,0.4631966650,0.2949715260,0.1280989050,0.0250398722
2.3434999000,0.5013663170,0.5086324810,0.5013663170,0.4631966350,0.2949715260,0.1280989050,0.0250398815
2.3459999600,0.5013663170,0.5086324810,0.5013663170,0.4631966350,0.2949714960,0.1280989050,0.0250398908
2.3485000100,0.5013662580,0.5086324810,0.5013662580,0.4631966350,0.2949714960,0.1280989050,0.0250399001
2.3510000700,0.5013662580,0.5086324810,0.5013662580,0.4631966050,0.2949714960,0.1280989050,0.0250399094
2.3534998900,0.5013662580,0.5086324810,0.5013662580,0.4631966050,0.2949714660,0.1280989050,0.0250399187
2.3559999500,0.5013662580,0.5086324810,0.5013662580,0.4631966050,0.2949714660,0.1280989050,0.0250399262
2.3585000000,0.5013662580,0.5086324810,0.5013662580,0.4631966050,0.2949714660,0.1280989050,0.0250399355
2.3610000600,0.5013662580,0.5086324810,0.5013662580,0.4631965760,0.2949714660,0.1280989050,0.0250399448
2.3635001200,0.5013662580,0.5086324810,0.5013662580,0.4631965760,0.2949714360,0.1280989050,0.0250399522
2.3659999400,0.5013661980,0.5086324810,0.5013661980,0.4631965760,0.2949714360,0.1280989050,0.0250399616
2.3684999900,0.5013661980,0.5086324810,0.5013661980,0.4631965760,0.2949714360,0.1280989200,0.0250399709
2.3710000500,0.5013661980,0.5086324810,0.5013661980,0.4631965460,0.2949714360,0.1280989200,0.0250399802
2.3735001100,0.5013661980,0.5086324810,0.5013661980,0.4631965460,0.2949714060,0.1280989200,0.0250399876
2.3759999300,0.5013661980,0.5086324810,0.5013661980,0.4631965460,0.2949714060,0.1280989200,0.0250399970
2.3784999800,0.5013661980,0.5086324810,0.5013661980,0.4631965160,0.2949714060,0.1280989200,0.0250400063
2.3810000400,0.5013661980,0.5086324810,0.5013661980,0.4631965160,0.2949714060,0.1280989200,0.0250400137
2.3835001000,0.5013661380,0.5086324810,0.5013661380,0.4631965160,0.2949713770,0.1280989200,0.0250400230
2.3859999200,0.5013661380,0.5086324810,0.5013661380,0.4631965160,0.2949713770,0.1280989200,0.0250400323
2.3884999800,0.5013661380,0.5086324810,0.5013661380,0.4631964860,0.2949713770,0.1280989200,0.0250400398
2.3910000300,0.5013661380,0.5086324810,0.5013661380,0.4631964860,0.2949713470,0.1280989200,0.0250400491
2.3935000900,0.5013661380,0.5086324810,0.5013661380,0.4631964860,0.2949713470,0.1280989200,0.0250400566
2.3959999100,0.5013661380,0.5086324810,0.5013661380,0.4631964860,0.2949713470,0.1280989200,0.0250400659
2.3984999700,0.5013661380,0.5086324810,0.5013661380,0.4631964560,0.2949713470,0.1280989200,0.0250400733
2.4010000200,0.5013660790,0.5086324810,0.5013660790,0.4631964560,0.2949713170,0.1280989200,0.0250400826
2.4035000800,0.5013660790,0.5086324810,0.5013660790,0.4631964560,0.2949713170,0.1280989200,0.0250400901
2.4059999000,0.5013660790,0.5086324810,0.5013660790,0.4631964560,0.2949713170,0.1280989200,0.0250400994
2.4084999600,0.5013660790,0.5086324810,0.5013660790,0.4631964270,0.2949713170,0.1280989200,0.0250401087
2.4110000100,0.5013660790,0.5086324810,0.5013660790,0.4631964270,0.2949712870,0.1280989200,0.0250401162
2.4135000700,0.5013660790,0.5086324810,0.5013660790,0.4631964270,0.2949712870,0.1280989200,0.0250401255
2.4159998900,0.5013660790,0.5086324810,0.5013660790,0.4631964270,0.2949712870,0.1280989350,0.0250401329
2.4184999500,0.5013660190,0.5086324810,0.5013660190,0.4631963970,0.2949712870,0.1280989350,0.0250401422
2.4210000000,0.5013660190,0.5086324810,0.5013660190,0.4631963970,0.2949712570,0.1280989350,0.0250401497
2.4235000600,0.5013660190,0.5086324810,0.5013660190,0.4631963970,0.2949712570,0.1280989350,0.0250401571
2.4260001200,0.5013660190,0.5086324810,0.5013660190,0.4631963670,0.2949712570,0.1280989350,0.0250401665
2.4284999400,0.5013660190,0.5086324810,0.5013660190,0.4631963670,0.2949712570,0.1280989350,0.0250401758
2.4309999900,0.5013660190,0.5086324810,0.5013660190,0.4631963670,0.2949712280,0.1280989350,0.0250401832
2.4335000500,0.5013660190,0.5086324810,0.5013660190,0.4631963670,0.2949712280,0.1280989350,0.0250401907
2.4360001100,0.5013660190,0.5086324810,0.5013660190,0.4631963370,0.2949712280,0.1280989350,0.0250401981
2.4384999300,0.5013659600,0.5086324810,0.5013659600,0.4631963370,0.2949712280,0.1280989350,0.0250402074
2.4409999800,0.5013659600,0.5086324810,0.5013659600,0.4631963370,0.2949712280,0.1280989350,0.0250402167
2.4435000400,0.5013659600,0.5086324810,0.5013659600,0.4631963370,0.2949711980,0.1280989350,0.0250402242
2.4460001000,0.5013659600,0.5086324810,0.5013659600,0.4631963070,0.2949711980,0.1280989350,0.0250402316
2.4484999200,0.5013659600,0.5086324810,0.5013659600,0.4631963070,0.2949711980,0.1280989350,0.0250402391
2.4509999800,0.5013659600,0.5086324810,0.5013659600,0.4631963070,0.2949711980,0.1280989350,0.0250402484
2.4535000300,0.5013659600,0.5086324810,0.5013659600,0.4631963070,0.2949711680,0.1280989350,0.0250402559
2.4560000900,0.5013659000,0.5086324810,0.5013659000,0.4631962780,0.2949711680,0.1280989350,0.0250402633
2.4584999100,0.5013659000,0.5086324810,0.5013659000,0.4631962780,0.2949711680,0.1280989350,0.0250402726
2.4609999700,0.5013659000,0.5086324810,0.5013659000,0.4631962780,0.2949711680,0.1280989350,0.0250402801
2.4635000200,0.5013659000,0.5086324810,0.5013659000,0.4631962780,0.2949711380,0.1280989350,0.0250402875
2.4660000800,0.5013659000,0.5086324810,0.5013659000,0.4631962780,0.2949711380,0.1280989350,0.0250402968
2.4684999000,0.5013659000,0.5086324810,0.5013659000,0.4631962480,0.2949711380,0.1280989350,0.0250403024
2.4709999600,0.5013659000,0.5086324810,0.5013659000,0.4631962480,0.2949711380,0.1280989350,0.0250403117
2.4735000100,0.5013658400,0.5086324810,0.5013658400,0.4631962480,0.2949711080,0.1280989350,0.0250403192
2.4760000700,0.5013658400,0.5086324810,0.5013658400,0.4631962480,0.2949711080,0.1280989350,0.0250403266
2.4784998900,0.5013658400,0.5086324810,0.5013658400,0.4631962180,0.2949711080,0.1280989350,0.0250403341
2.4809999500,0.5013658400,0.5086324810,0.5013658400,0.4631962180,0.2949711080,0.1280989350,0.0250403434
2.4835000000,0.5013658400,0.5086324810,0.5013658400,0.4631962180,0.2949711080,0.1280989350,0.0250403509
2.4860000600,0.5013658400,0.5086324810,0.5013658400,0.4631962180,0.2949710790,0.1280989350,0.0250403583
2.4885001200,0.5013658400,0.5086324810,0.5013658400,0.4631961880,0.2949710790,0.1280989350,0.0250403658
2.4909999400,0.5013658400,0.5086324810,0.5013658400,0.4631961880,0.2949710790,0.1280989350,0.0250403732
2.4934999900,0.5013657810,0.5086324810,0.5013657810,0.4631961880,0.2949710790,0.1280989350,0.0250403807
2.4960000500,0.5013657810,0.5086324810,0.5013657810,0.4631961880,0.2949710490,0.1280989350,0.0250403881
2.4985001100,0.5013657810,0.5086324810,0.5013657810,0.4631961580,0.2949710490,0.1280989350,0.0250403956
2.5009999300,0.5013657810,0.5086324810,0.5013657810,0.4631961580,0.2949710490,0.1280989350,0.0250404049
2.5034999800,0.5013657810,0.5086324810,0.5013657810,0.4631961580,0.2949710490,0.1280989500,0.0250404105
2.5060000400,0.5013657810,0.5086324810,0.5013657810,0.4631961580,0.2949710190,0.1280989500,0.0250404198
2.5085001000,0.5013657810,0.5086324810,0.5013657810,0.4631961290,0.2949710190,0.1280989500,0.0250404272
2.5109999200,0.5013657810,0.5086324810,0.5013657810,0.4631961290,0.2949710190,0.1280989500,0.0250404347
2.5134999800,0.5013657210,0.5086324810,0.5013657210,0.4631961290,0.2949710190,0.1280989500,0.0250404421
2.5160000300,0.5013657210,0.5086324810,0.5013657210,0.4631961290,0.2949710190,0.1280989500,0.0250404496
2.5185000900,0.5013657210,0.5086324810,0.5013657210,0.4631961290,0.2949709890,0.1280989500,0.0250404552
2.5209999100,0.5013657210,0.5086324810,0.5013657210,0.4631960990,0.2949709890,0.1280989500,0.0250404645
2.5234999700,0.5013657210,0.5086324810,0.5013657210,0.4631960990,0.2949709890,0.1280989500,0.0250404719
2.5260000200,0.5013657210,0.5086324810,0.5013657210,0.4631960990,0.2949709890,0.1280989500,0.0250404794
2.5285000800,0.5013657210,0.5086324810,0.5013657210,0.4631960990,0.2949709890,0.1280989500,0.0250404868
2.5309999000,0.5013657210,0.5086324810,0.5013657210,0.4631960690,0.2949709590,0.1280989500,0.0250404924
2.5334999600,0.5013656620,0.5086324810,0.5013656620,0.4631960690,0.2949709590,0.1280989500,0.0250405017
2.5360000100,0.5013656620,0.5086324810,0.5013656620,0.4631960690,0.2949709590,0.1280989500,0.0250405073
2.5385000700,0.5013656620,0.5086324810,0.5013656620,0.4631960690,0.2949709590,0.1280989500,0.0250405148
2.5409998900,0.5013656620,0.5086324810,0.5013656620,0.4631960690,0.2949709300,0.1280989500,0.0250405222
2.5434999500,0.5013656620,0.5086324810,0.5013656620,0.4631960390,0.2949709300,0.1280989500,0.0250405297
2.5460000000,0.5013656620,0.5086324810,0.5013656620,0.4631960390,0.2949709300,0.1280989650,0.0250405371
2.5485000600,0.5013656620,0.5086324810,0.5013656620,0.4631960390,0.2949709300,0.1280989650,0.0250405446
2.5510001200,0.5013656620,0.5086324810,0.5013656620,0.4631960390,0.2949709300,0.1280989650,0.0250405502
2.5534999400,0.5013656620,0.5086324810,0.5013656620,0.4631960090,0.2949709000,0.1280989650,0.0250405576
2.5559999900,0.5013656020,0.5086324810,0.5013656020,0.4631960090,0.2949709000,0.1280989650,0.0250405669
2.5585000500,0.5013656020,0.5086324810,0.5013656020,0.4631960090,0.2949709000,0.1280989650,0.0250405725
2.5610001100,0.5013656020,0.5086324810,0.5013656020,0.4631960090,0.2949709000,0.1280989650,0.0250405800
2.5634999300,0.5013656020,0.5086324810,0.5013656020,0.4631960090,0.2949709000,0.1280989650,0.0250405874
2.5659999800,0.5013656020,0.5086324810,0.5013656020,0.4631959800,0.2949708700,0.1280989650,0.0250405949
2.5685000400,0.5013656020,0.5086324810,0.5013656020,0.4631959800,0.2949708700,0.1280989650,0.0250406004
2.5710001000,0.5013656020,0.5086324810,0.5013656020,0.4631959800,0.2949708700,0.1280989650,0.0250406079
2.5734999200,0.5013656020,0.5086324810,0.5013656020,0.4631959800,0.2949708700,0.1280989650,0.0250406154
2.5759999800,0.5013655420,0.5086324810,0.5013655420,0.4631959800,0.2949708700,0.1280989650,0.0250406228
2.5785000300,0.5013655420,0.5086324810,0.5013655420,0.4631959500,0.2949708400,0.1280989650,0.0250406284
2.5810000900,0.5013655420,0.5086324810,0.5013655420,0.4631959500,0.2949708400,0.1280989650,0.0250406358
2.5834999100,0.5013655420,0.5086324810,0.5013655420,0.4631959500,0.2949708400,0.1280989650,0.0250406433
2.5859999700,0.5013655420,0.5086324810,0.5013655420,0.4631959500,0.2949708400,0.1280989650,0.0250406507
2.5885000200,0.5013655420,0.5086324810,0.5013655420,0.4631959200,0.2949708400,0.1280989650,0.0250406563
2.5910000800,0.5013655420,0.5086324810,0.5013655420,0.4631959200,0.2949708100,0.1280989650,0.0250406638
2.5934999000,0.5013655420,0.5086324810,0.5013655420,0.4631959200,0.2949708100,0.1280989650,0.0250406694
2.5959999600,0.5013655420,0.5086324810,0.5013655420,0.4631959200,0.2949708100,0.1280989650,0.0250406768
2.5985000100,0.5013654830,0.5086324810,0.5013654830,0.4631959200,0.2949708100,0.1280989650,0.0250406843
2.6010000700,0.5013654830,0.5086324810,0.5013654830,0.4631958900,0.2949708100,0.1280989650,0.0250406917
2.6034998900,0.5013654830,0.5086324810,0.5013654830,0.4631958900,0.2949707810,0.1280989650,0.0250406973
2.6059999500,0.5013654830,0.5086324810,0.5013654830,0.4631958900,0.2949707810,0.1280989650,0.0250407048
2.6085000000,0.5013654830,0.5086324810,0.5013654830,0.4631958900,0.2949707810,0.1280989650,0.0250407103
2.6110000600,0.5013654830,0.5086324810,0.5013654830,0.4631958900,0.2949707810,0.1280989650,0.0250407178
2.6135001200,0.5013654830,0.5086324810,0.5013654830,0.4631958600,0.2949707810,0.1280989650,0.0250407234
2.6159999400,0.5013654830,0.5086324810,0.5013654830,0.4631958600,0.2949707510,0.1280989650,0.0250407308
2.6184999900,0.5013654830,0.5086324810,0.5013654830,0.4631958600,0.2949707510,0.1280989650,0.0250407364
2.6210000500,0.5013654230,0.5086324810,0.5013654230,0.4631958600,0.2949707510,0.1280989650,0.0250407439
2.6235001100,0.5013654230,0.5086324810,0.5013654230,0.4631958600,0.2949707510,0.1280989650,0.0250407513
2.6259999300,0.5013654230,0.5086324810,0.5013654230,0.4631958310,0.2949707510,0.1280989650,0.0250407569
2.6284999800,0.5013654230,0.5086324810,0.5013654230,0.4631958310,0.2949707210,0.1280989800,0.0250407644
2.6310000400,0.5013654230,0.5086324810,0.5013654230,0.4631958310,0.2949707210,0.1280989800,0.0250407699
2.6335001000,0.5013654230,0.5086324810,0.5013654230,0.4631958310,0.2949707210,0.1280989800,0.0250407774
2.6359999200,0.5013654230,0.5086324810,0.5013654230,0.4631958310,0.2949707210,0.1280989800,0.0250407830
2.6384999800,0.5013654230,0.5086324810,0.5013654230,0.4631958010,0.2949707210,0.1280989800,0.0250407904
2.6410000300,0.5013654230,0.5086324810,0.5013654230,0.4631958010,0.2949706910,0.1280989800,0.0250407960
2.6435000900,0.5013654230,0.5086324810,0.5013654230,0.4631958010,0.2949706910,0.1280989800,0.0250408035
2.6459999100,0.5013653640,0.5086324810,0.5013653640,0.4631958010,0.2949706910,0.1280989800,0.0250408091
2.6484999700,0.5013653640,0.5086324810,0.5013653640,0.4631958010,0.2949706910,0.1280989800,0.0250408147
2.6510000200,0.5013653640,0.5086324810,0.5013653640,0.4631957710,0.2949706910,0.1280989800,0.0250408221
2.6535000800,0.5013653640,0.5086324810,0.5013653640,0.4631957710,0.2949706910,0.1280989800,0.0250408277
2.6559999000,0.5013653640,0.5086324810,0.5013653640,0.4631957710,0.2949706610,0.1280989800,0.0250408333
2.6584999600,0.5013653640,0.5086324810,0.5013653640,0.4631957710,0.2949706610,0.1280989800,0.0250408407
2.6610000100,0.5013653640,0.5086324810,0.5013653640,0.4631957710,0.2949706610,0.1280989800,0.0250408463
2.6635000700,0.5013653640,0.5086324810,0.5013653640,0.4631957410,0.2949706610,0.1280989800,0.0250408538
2.6659998900,0.5013653640,0.5086324810,0.5013653640,0.4631957410,0.2949706610,0.1280989800,0.0250408594
2.6684999500,0.5013653640,0.5086324810,0.5013653640,0.4631957410,0.2949706320,0.1280989940,0.0250408668
2.6710000000,0.5013653040,0.5086324810,0.5013653040,0.4631957410,0.2949706320,0.1280989940,0.0250408724
2.6735000600,0.5013653040,0.5086324810,0.5013653040,0.4631957410,0.2949706320,0.1280989940,0.0250408780
2.6760001200,0.5013653040,0.5086324810,0.5013653040,0.4631957410,0.2949706320,0.1280989940,0.0250408836
2.6784999400,0.5013653040,0.5086324810,0.5013653040,0.4631957110,0.2949706320,0.1280989940,0.0250408910
2.6809999900,0.5013653040,0.5086324810,0.5013653040,0.4631957110,0.2949706320,0.1280989940,0.0250408966
2.6835000500,0.5013653040,0.5086324810,0.5013653040,0.4631957110,0.2949706020,0.1280989940,0.0250409022
2.6860001100,0.5013653040,0.5086324810,0.5013653040,0.4631957110,0.2949706020,0.1280989940,0.0250409096
2.6884999300,0.5013653040,0.5086324810,0.5013653040,0.4631957110,0.2949706020,0.1280989940,0.0250409152
2.6909999800,0.5013653040,0.5086324810,0.5013653040,0.4631956820,0.2949706020,0.1280989940,0.0250409208
2.6935000400,0.5013653040,0.5086324810,0.5013653040,0.4631956820,0.2949706020,0.1280989940,0.0250409264
2.6960001000,0.5013652440,0.5086324810,0.5013652440,0.4631956820,0.2949706020,0.1280989940,0.0250409339
2.6984999200,0.5013652440,0.5086324810,0.5013652440,0.4631956820,0.2949705720,0.1280989940,0.0250409395
2.7009999800,0.5013652440,0.5086324810,0.5013652440,0.4631956820,0.2949705720,0.1280989940,0.0250409450
2.7035000300,0.5013652440,0.5086324810,0.5013652440,0.4631956820,0.2949705720,0.1280989940,0.0250409506
2.7060000900,0.5013652440,0.5086324810,0.5013652440,0.4631956520,0.2949705720,0.1280989940,0.0250409562
2.7084999100,0.5013652440,0.5086324810,0.5013652440,0.4631956520,0.2949705720,0.1280989940,0.0250409637
2.7109999700,0.5013652440,0.5086324810,0.5013652440,0.4631956520,0.2949705720,0.1280989940,0.0250409693
2.7135000200,0.5013652440,0.5086324810,0.5013652440,0.4631956520,0.2949705420,0.1280989940,0.0250409748
2.7160000800,0.5013652440,0.5086324810,0.5013652440,0.4631956520,0.2949705420,0.1280989940,0.0250409804
2.7184999000,0.5013652440,0.5086324810,0.5013652440,0.4631956220,0.2949705420,0.1280989940,0.0250409879
2.7209999600,0.5013651850,0.5086324810,0.5013651850,0.4631956220,0.2949705420,0.1280989940,0.0250409935
2.7235000100,0.5013651850,0.5086324810,0.5013651850,0.4631956220,0.2949705420,0.1280989940,0.0250409972
2.7260000700,0.5013651850,0.5086324810,0.5013651850,0.4631956220,0.2949705420,0.1280989940,0.0250410046
2.7284998900,0.5013651850,0.5086324810,0.5013651850,0.4631956220,0.2949705120,0.1280989940,0.0250410102
2.7309999500,0.5013651850,0.5086324810,0.5013651850,0.4631956220,0.2949705120,0.1280989940,0.0250410158
2.7335000000,0.5013651850,0.5086324810,0.5013651850,0.4631955920,0.2949705120,0.1280989940,0.0250410214
2.7360000600,0.5013651850,0.5086324810,0.5013651850,0.4631955920,0.2949705120,0.1280989940,0.0250410270
2.7385001200,0.5013651850,0.5086324810,0.5013651850,0.4631955920,0.2949705120,0.1280989940,0.0250410326
2.7409999400,0.5013651850,0.5086324810,0.5013651850,0.4631955920,0.2949705120,0.1280989940,0.0250410382
2.7434999900,0.5013651850,0.5086324810,0.5013651850,0.4631955920,0.2949704830,0.1280989940,0.0250410456
2.7460000500,0.5013651850,0.5086324810,0.5013651850,0.4631955920,0.2949704830,0.1280989940,0.0250410493
2.7485001100,0.5013651250,0.5086324810,0.5013651250,0.4631955620,0.2949704830,0.1280990090,0.0250410568
2.7509999300,0.5013651250,0.5086324810,0.5013651250,0.4631955620,0.2949704830,0.1280990090,0.0250410624
2.7534999800,0.5013651250,0.5086324810,0.5013651250,0.4631955620,0.2949704830,0.1280990090,0.0250410661
2.7560000400,0.5013651250,0.5086324810,0.5013651250,0.4631955620,0.2949704830,0.1280990090,0.0250410736
2.7585001000,0.5013651250,0.5086324810,0.5013651250,0.4631955620,0.2949704530,0.1280990090,0.0250410773
2.7609999200,0.5013651250,0.5086324810,0.5013651250,0.4631955620,0.2949704530,0.1280990090,0.0250410847
2.7634999800,0.5013651250,0.5086324810,0.5013651250,0.4631955330,0.2949704530,0.1280990090,0.0250410903
2.7660000300,0.5013651250,0.5086324810,0.5013651250,0.4631955330,0.2949704530,0.1280990090,0.0250410959
2.7685000900,0.5013651250,0.5086324810,0.5013651250,0.4631955330,0.2949704530,0.1280990090,0.0250411015
2.7709999100,0.5013651250,0.5086324810,0.5013651250,0.4631955330,0.2949704530,0.1280990090,0.0250411052
2.7734999700,0.5013651250,0.5086324810,0.5013651250,0.4631955330,0.2949704230,0.1280990090,0.0250411127
2.7760000200,0.5013650660,0.5086324810,0.5013650660,0.4631955330,0.2949704230,0.1280990090,0.0250411164
2.7785000800,0.5013650660,0.5086324810,0.5013650660,0.4631955030,0.2949704230,0.1280990090,0.0250411239
2.7809999000,0.5013650660,0.5086324810,0.5013650660,0.4631955030,0.2949704230,0.1280990090,0.0250411276
2.7834999600,0.5013650660,0.5086324810,0.5013650660,0.4631955030,0.2949704230,0.1280990090,0.0250411332
2.7860000100,0.5013650660,0.5086324810,0.5013650660,0.4631955030,0.2949704230,0.1280990240,0.0250411388
2.7885000700,0.5013650660,0.5086324810,0.5013650660,0.4631955030,0.2949704230,0.1280990240,0.0250411443
2.7909998900,0.5013650660,0.5086324810,0.5013650660,0.4631955030,0.2949703930,0.1280990240,0.0250411499
