Time [s],Monitor Point: Mouthpiece1mm0mmTempX0YZ (Temperature) [K],Monitor Point: Mouthpiece1mm1mmTempX0YZ (Temperature) [K],Monitor Point: Mouthpiece1mm2mmTempX0YZ (Temperature) [K],Monitor Point: Mouthpiece1mm3mmTempX0YZ (Temperature) [K],Monitor Point: Mouthpiece1mm4mmTempX0YZ (Temperature) [K]
6.9060001400,316.0184630000,315.5066530000,312.0241700000,306.0820920000,298.1314390000
6.9085001900,316.0261230000,315.5141600000,312.0305480000,306.0864870000,298.1331790000
6.9109997700,316.0338130000,315.5216670000,312.0369260000,306.0908810000,298.1348880000
6.9134998300,316.0414730000,315.5291750000,312.0432740000,306.0952450000,298.1365970000
6.9159998900,316.0491640000,315.5366820000,312.0496520000,306.0996400000,298.1383060000
6.9184999500,316.0568240000,315.5441890000,312.0560000000,306.1040340000,298.1400150000
6.9210000000,316.0644840000,315.5516660000,312.0623780000,306.1084290000,298.1417240000
6.9235000600,316.0721440000,315.5591740000,312.0687260000,306.1127930000,298.1434330000
6.9260001200,316.0798030000,315.5666810000,312.0751040000,306.1171880000,298.1451420000
6.9285001800,316.0874940000,315.5741880000,312.0814510000,306.1215520000,298.1468510000
6.9310002300,316.0951540000,315.5816650000,312.0877990000,306.1259460000,298.1485600000
6.9334998100,316.1028140000,315.5891720000,312.0941770000,306.1303410000,298.1502690000
6.9359998700,316.1104740000,315.5966800000,312.1005250000,306.1347050000,298.1519780000
6.9384999300,316.1181340000,315.6041560000,312.1068730000,306.1390690000,298.1536870000
6.9409999800,316.1257630000,315.6116640000,312.1132200000,306.1434630000,298.1553960000
6.9435000400,316.1334230000,315.6191410000,312.1195680000,306.1478270000,298.1571040000
6.9460001000,316.1410830000,315.6266170000,312.1259160000,306.1522220000,298.1588130000
6.9485001600,316.1487430000,315.6341250000,312.1322940000,306.1565860000,298.1605220000
6.9510002100,316.1564030000,315.6416020000,312.1386410000,306.1609800000,298.1622310000
6.9534997900,316.1640320000,315.6490780000,312.1449890000,306.1653440000,298.1639400000
6.9559998500,316.1716920000,315.6565860000,312.1513370000,306.1697080000,298.1656490000
6.9584999100,316.1793210000,315.6640630000,312.1576840000,306.1741030000,298.1673580000
6.9609999700,316.1869810000,315.6715390000,312.1640320000,306.1784670000,298.1690670000
6.9635000200,316.1946110000,315.6790160000,312.1703490000,306.1828310000,298.1707460000
6.9660000800,316.2022710000,315.6864930000,312.1766970000,306.1871950000,298.1724550000
6.9685001400,316.2099000000,315.6939700000,312.1830440000,306.1915590000,298.1741640000
6.9710001900,316.2175290000,315.7014470000,312.1893920000,306.1959530000,298.1758730000
6.9734997700,316.2251890000,315.7089230000,312.1957090000,306.2003170000,298.1775820000
6.9759998300,316.2328190000,315.7164000000,312.2020570000,306.2046810000,298.1792910000
6.9784998900,316.2404480000,315.7238770000,312.2084050000,306.2090450000,298.1810000000
6.9809999500,316.2480770000,315.7313540000,312.2147220000,306.2134090000,298.1826780000
6.9835000000,316.2557070000,315.7388000000,312.2210690000,306.2177730000,298.1843870000
6.9860000600,316.2633360000,315.7462770000,312.2273860000,306.2221370000,298.1860960000
6.9885001200,316.2709660000,315.7537540000,312.2337340000,306.2265010000,298.1878050000
6.9910001800,316.2785950000,315.7612000000,312.2400510000,306.2308650000,298.1895140000
6.9935002300,316.2862550000,315.7686770000,312.2463680000,306.2352290000,298.1911930000
6.9959998100,316.2938540000,315.7761540000,312.2527160000,306.2395940000,298.1929020000
6.9984998700,316.3014830000,315.7836000000,312.2590330000,306.2439270000,298.1946110000
7.0009999300,316.3091130000,315.7910460000,312.2653500000,306.2482910000,298.1963200000
7.0034999800,316.3167420000,315.7985230000,312.2716670000,306.2526550000,298.1979980000
7.0060000400,316.3243410000,315.8059690000,312.2780150000,306.2570190000,298.1997070000
7.0085001000,316.3319700000,315.8134160000,312.2843320000,306.2613830000,298.2014160000
7.0110001600,316.3396000000,315.8208920000,312.2906490000,306.2657170000,298.2031250000
7.0135002100,316.3471980000,315.8283390000,312.2969670000,306.2700810000,298.2048030000
7.0159997900,316.3548280000,315.8357850000,312.3032840000,306.2744450000,298.2065120000
7.0184998500,316.3624270000,315.8432310000,312.3096010000,306.2787780000,298.2082210000
7.0209999100,316.3700260000,315.8506770000,312.3159180000,306.2831420000,298.2099000000
7.0234999700,316.3776550000,315.8581240000,312.3222350000,306.2875060000,298.2116090000
7.0260000200,316.3852540000,315.8655700000,312.3285520000,306.2918400000,298.2132870000
7.0285000800,316.3928830000,315.8730160000,312.3348690000,306.2962040000,298.2149960000
7.0310001400,316.4004820000,315.8804630000,312.3411560000,306.3005370000,298.2167050000
7.0335001900,316.4080810000,315.8879090000,312.3474730000,306.3049010000,298.2183840000
7.0359997700,316.4156800000,315.8953550000,312.3537900000,306.3092650000,298.2200930000
7.0384998300,316.4232790000,315.9028020000,312.3601070000,306.3135990000,298.2218020000
7.0409998900,316.4308780000,315.9102170000,312.3664250000,306.3179320000,298.2234800000
7.0434999500,316.4384770000,315.9176640000,312.3727110000,306.3222960000,298.2251890000
7.0460000000,316.4460750000,315.9251100000,312.3790280000,306.3266300000,298.2268680000
7.0485000600,316.4536740000,315.9325260000,312.3853150000,306.3309940000,298.2285770000
7.0510001200,316.4612730000,315.9399720000,312.3916320000,306.3353270000,298.2302550000
7.0535001800,316.4688720000,315.9473880000,312.3979190000,306.3396610000,298.2319640000
7.0560002300,316.4764710000,315.9548340000,312.4042360000,306.3439940000,298.2336430000
7.0584998100,316.4840390000,315.9622500000,312.4105220000,306.3483280000,298.2353520000
7.0609998700,316.4916380000,315.9696660000,312.4168090000,306.3526920000,298.2370300000
7.0634999300,316.4992370000,315.9771120000,312.4231260000,306.3570250000,298.2387390000
7.0659999800,316.5068050000,315.9845280000,312.4294130000,306.3613590000,298.2404170000
7.0685000400,316.5144040000,315.9919430000,312.4356990000,306.3656920000,298.2421260000
7.0710001000,316.5220030000,315.9993590000,312.4419860000,306.3700260000,298.2438050000
7.0735001600,316.5295720000,316.0067750000,312.4483030000,306.3743590000,298.2455140000
7.0760002100,316.5371400000,316.0142210000,312.4545900000,306.3787230000,298.2471920000
7.0784997900,316.5447390000,316.0216370000,312.4608760000,306.3830260000,298.2489010000
7.0809998500,316.5523070000,316.0290530000,312.4671630000,306.3873900000,298.2505800000
7.0834999100,316.5598750000,316.0364690000,312.4734500000,306.3917240000,298.2522580000
7.0859999700,316.5674740000,316.0438840000,312.4797360000,306.3960270000,298.2539670000
7.0885000200,316.5750430000,316.0512700000,312.4860230000,306.4003600000,298.2556460000
7.0910000800,316.5826110000,316.0586850000,312.4923100000,306.4047240000,298.2573550000
7.0935001400,316.5901790000,316.0661010000,312.4985960000,306.4090270000,298.2590330000
7.0960001900,316.5977480000,316.0735170000,312.5048830000,306.4133610000,298.2607120000
7.0984997700,316.6053160000,316.0809330000,312.5111390000,306.4176940000,298.2624210000
7.1009998300,316.6128850000,316.0883180000,312.5174260000,306.4220280000,298.2640990000
7.1034998900,316.6204530000,316.0957340000,312.5237120000,306.4263610000,298.2657780000
7.1059999500,316.6280210000,316.1031190000,312.5299990000,306.4306640000,298.2674560000
7.1085000000,316.6355900000,316.1105350000,312.5362550000,306.4349980000,298.2691650000
7.1110000600,316.6431580000,316.1179200000,312.5425420000,306.4393310000,298.2708440000
7.1135001200,316.6506960000,316.1253360000,312.5487980000,306.4436650000,298.2725520000
7.1160001800,316.6582640000,316.1327210000,312.5550840000,306.4479680000,298.2742310000
7.1185002300,316.6658330000,316.1401060000,312.5613710000,306.4523010000,298.2759090000
7.1209998100,316.6733700000,316.1475220000,312.5676270000,306.4566040000,298.2775880000
7.1234998700,316.6809390000,316.1549070000,312.5739140000,306.4609380000,298.2792660000
7.1259999300,316.6884770000,316.1622920000,312.5801700000,306.4652400000,298.2809750000
7.1284999800,316.6960450000,316.1696780000,312.5864260000,306.4695740000,298.2826540000
7.1310000400,316.7035830000,316.1770940000,312.5927120000,306.4738770000,298.2843320000
7.1335001000,316.7111510000,316.1844790000,312.5989690000,306.4782100000,298.2860110000
7.1360001600,316.7186890000,316.1918640000,312.6052250000,306.4825130000,298.2877200000
7.1385002100,316.7262270000,316.1992490000,312.6114810000,306.4868470000,298.2893980000
7.1409997900,316.7337950000,316.2066350000,312.6177370000,306.4911500000,298.2910770000
7.1434998500,316.7413330000,316.2140200000,312.6240230000,306.4954830000,298.2927550000
7.1459999100,316.7488710000,316.2214050000,312.6302800000,306.4997860000,298.2944340000
7.1484999700,316.7564090000,316.2287600000,312.6365360000,306.5040890000,298.2961120000
7.1510000200,316.7639470000,316.2361450000,312.6427920000,306.5084230000,298.2978210000
7.1535000800,316.7714840000,316.2435300000,312.6490480000,306.5127260000,298.2995000000
7.1560001400,316.7790220000,316.2508850000,312.6553040000,306.5170290000,298.3011780000
7.1585001900,316.7865600000,316.2582700000,312.6615600000,306.5213320000,298.3028560000
7.1609997700,316.7940980000,316.2656560000,312.6677860000,306.5256350000,298.3045350000
7.1634998300,316.8016360000,316.2730100000,312.6740420000,306.5299680000,298.3062130000
7.1659998900,316.8091740000,316.2803960000,312.6802980000,306.5342710000,298.3078920000
7.1684999500,316.8166810000,316.2877500000,312.6865540000,306.5385740000,298.3095700000
7.1710000000,316.8242190000,316.2951050000,312.6928100000,306.5428770000,298.3112490000
7.1735000600,316.8317570000,316.3024900000,312.6990360000,306.5471800000,298.3129270000
7.1760001200,316.8392940000,316.3098450000,312.7052920000,306.5514830000,298.3146060000
7.1785001800,316.8468020000,316.3172300000,312.7115170000,306.5557860000,298.3163150000
7.1810002300,316.8543400000,316.3245850000,312.7177730000,306.5600890000,298.3179930000
7.1834998100,316.8618470000,316.3319400000,312.7240300000,306.5643920000,298.3196410000
7.1859998700,316.8693850000,316.3392940000,312.7302550000,306.5686950000,298.3213200000
7.1884999300,316.8768920000,316.3466490000,312.7365110000,306.5729980000,298.3229980000
7.1909999800,316.8843990000,316.3540340000,312.7427370000,306.5773010000,298.3246770000
7.1935000400,316.8919070000,316.3613590000,312.7489620000,306.5816040000,298.3263550000
7.1960001000,316.8994450000,316.3687130000,312.7552190000,306.5858760000,298.3280330000
7.1985001600,316.9069520000,316.3760680000,312.7614440000,306.5901790000,298.3297120000
7.2010002100,316.9144590000,316.3834230000,312.7676700000,306.5944820000,298.3313900000
7.2034997900,316.9219670000,316.3907780000,312.7738950000,306.5987850000,298.3330690000
7.2059998500,316.9295040000,316.3981320000,312.7801510000,306.6030580000,298.3347470000
7.2084999100,316.9369810000,316.4054870000,312.7863770000,306.6073610000,298.3364260000
7.2109999700,316.9444890000,316.4128110000,312.7926030000,306.6116640000,298.3381040000
7.2135000200,316.9519960000,316.4201660000,312.7988280000,306.6159360000,298.3397830000
7.2160000800,316.9595030000,316.4275210000,312.8050540000,306.6202390000,298.3414610000
7.2185001400,316.9670100000,316.4348450000,312.8112790000,306.6245420000,298.3431400000
7.2210001900,316.9745180000,316.4422000000,312.8175050000,306.6288150000,298.3447880000
7.2234997700,316.9820250000,316.4495240000,312.8237300000,306.6331180000,298.3464660000
7.2259998300,316.9895020000,316.4568790000,312.8299560000,306.6373900000,298.3481450000
7.2284998900,316.9970090000,316.4642030000,312.8361820000,306.6416930000,298.3498230000
7.2309999500,317.0045170000,316.4715270000,312.8424070000,306.6459660000,298.3515010000
7.2335000000,317.0119930000,316.4788820000,312.8486330000,306.6502690000,298.3531800000
7.2360000600,317.0195010000,316.4862060000,312.8548280000,306.6545410000,298.3548280000
7.2385001200,317.0269780000,316.4935300000,312.8610530000,306.6588440000,298.3565060000
7.2410001800,317.0344850000,316.5008850000,312.8672790000,306.6631160000,298.3581850000
7.2435002300,317.0419620000,316.5082090000,312.8734740000,306.6673890000,298.3598630000
7.2459998100,317.0494690000,316.5155330000,312.8797000000,306.6716920000,298.3615420000
7.2484998700,317.0569460000,316.5228580000,312.8858950000,306.6759640000,298.3631900000
7.2509999300,317.0644230000,316.5301820000,312.8921200000,306.6802370000,298.3648680000
7.2534999800,317.0718990000,316.5375060000,312.8983150000,306.6845090000,298.3665470000
7.2560000400,317.0793760000,316.5448300000,312.9045410000,306.6888120000,298.3682250000
7.2585001000,317.0868840000,316.5521550000,312.9107360000,306.6930850000,298.3698730000
7.2610001600,317.0943600000,316.5594480000,312.9169620000,306.6973570000,298.3715520000
7.2635002100,317.1018370000,316.5667720000,312.9231570000,306.7016300000,298.3731990000
7.2659997900,317.1093140000,316.5740970000,312.9293520000,306.7059020000,298.3748780000
7.2684998500,317.1167910000,316.5814210000,312.9355470000,306.7102050000,298.3765560000
7.2709999100,317.1242680000,316.5887450000,312.9417720000,306.7144470000,298.3782350000
7.2734999700,317.1317440000,316.5960390000,312.9479680000,306.7187190000,298.3798830000
7.2760000200,317.1392210000,316.6033630000,312.9541630000,306.7230220000,298.3815610000
7.2785000800,317.1466670000,316.6106570000,312.9603580000,306.7272950000,298.3832090000
7.2810001400,317.1541440000,316.6179810000,312.9665530000,306.7315370000,298.3848880000
7.2835001900,317.1616210000,316.6252750000,312.9727480000,306.7358090000,298.3865660000
7.2859997700,317.1690670000,316.6325680000,312.9789730000,306.7400820000,298.3882140000
7.2884998300,317.1765440000,316.6398930000,312.9851380000,306.7443540000,298.3898930000
7.2909998900,317.1840210000,316.6471860000,312.9913330000,306.7486270000,298.3915710000
7.2934999500,317.1914670000,316.6544800000,312.9975280000,306.7528990000,298.3932190000
7.2960000000,317.1989440000,316.6618040000,313.0037230000,306.7571720000,298.3948970000
7.2985000600,317.2063900000,316.6690980000,313.0099180000,306.7614440000,298.3965450000
7.3010001200,317.2138370000,316.6763920000,313.0161130000,306.7656860000,298.3982240000
7.3035001800,317.2213130000,316.6836850000,313.0222780000,306.7699580000,298.3998720000
7.3060002300,317.2287600000,316.6909790000,313.0284730000,306.7742310000,298.4015500000
7.3084998100,317.2362060000,316.6982730000,313.0346680000,306.7784730000,298.4031980000
7.3109998700,317.2436520000,316.7055660000,313.0408630000,306.7827450000,298.4048770000
7.3134999300,317.2510990000,316.7128600000,313.0470280000,306.7870180000,298.4065250000
7.3159999800,317.2585450000,316.7201540000,313.0532230000,306.7912600000,298.4082030000
7.3185000400,317.2660220000,316.7274480000,313.0593870000,306.7955320000,298.4098510000
7.3210001000,317.2734680000,316.7347410000,313.0655820000,306.7998050000,298.4115300000
7.3235001600,317.2809140000,316.7420040000,313.0717470000,306.8040470000,298.4131770000
7.3260002100,317.2883610000,316.7492980000,313.0779420000,306.8082890000,298.4148250000
7.3284997900,317.2957760000,316.7565920000,313.0841060000,306.8125610000,298.4165040000
7.3309998500,317.3032230000,316.7638550000,313.0902710000,306.8168030000,298.4181820000
7.3334999100,317.3106690000,316.7711490000,313.0964360000,306.8210750000,298.4198300000
7.3359999700,317.3181150000,316.7784120000,313.1026310000,306.8253170000,298.4214780000
7.3385000200,317.3255620000,316.7857060000,313.1087950000,306.8295900000,298.4231570000
7.3410000800,317.3329770000,316.7929690000,313.1149600000,306.8338320000,298.4248050000
7.3435001400,317.3404240000,316.8002620000,313.1211550000,306.8380740000,298.4264830000
7.3460001900,317.3478700000,316.8075260000,313.1273190000,306.8423160000,298.4281310000
7.3484997700,317.3552860000,316.8147890000,313.1334840000,306.8465880000,298.4297790000
7.3509998300,317.3627320000,316.8220830000,313.1396480000,306.8508300000,298.4314270000
7.3534998900,317.3701480000,316.8293460000,313.1458130000,306.8550720000,298.4331050000
7.3559999500,317.3775940000,316.8366090000,313.1519780000,306.8593440000,298.4347530000
7.3585000000,317.3850100000,316.8438720000,313.1581420000,306.8635860000,298.4364320000
7.3610000600,317.3924260000,316.8511350000,313.1642760000,306.8678280000,298.4380800000
7.3635001200,317.3998410000,316.8583980000,313.1704710000,306.8720700000,298.4397280000
7.3660001800,317.4072880000,316.8656620000,313.1766050000,306.8763120000,298.4413760000
7.3685002300,317.4147030000,316.8729250000,313.1827700000,306.8805540000,298.4430540000
7.3709998100,317.4221190000,316.8801880000,313.1889340000,306.8847960000,298.4447020000
7.3734998700,317.4295350000,316.8874510000,313.1950990000,306.8890380000,298.4463500000
7.3759999300,317.4369510000,316.8947140000,313.2012330000,306.8932800000,298.4479980000
7.3784999800,317.4443660000,316.9019780000,313.2073970000,306.8975220000,298.4496770000
7.3810000400,317.4517820000,316.9092100000,313.2135620000,306.9017640000,298.4513240000
7.3835001000,317.4591980000,316.9164730000,313.2196960000,306.9060060000,298.4529720000
7.3860001600,317.4666140000,316.9237370000,313.2258610000,306.9102480000,298.4546200000
7.3885002100,317.4740300000,316.9309690000,313.2319950000,306.9144900000,298.4562990000
7.3909997900,317.4814150000,316.9382320000,313.2381590000,306.9187320000,298.4579470000
7.3934998500,317.4888310000,316.9454650000,313.2442930000,306.9229740000,298.4595950000
7.3959999100,317.4962460000,316.9527280000,313.2504270000,306.9271850000,298.4612430000
7.3984999700,317.5036620000,316.9599910000,313.2565920000,306.9314270000,298.4628910000
7.4010000200,317.5110470000,316.9672240000,313.2627260000,306.9356690000,298.4645390000
7.4035000800,317.5184630000,316.9744570000,313.2688600000,306.9399110000,298.4661870000
7.4060001400,317.5258480000,316.9817200000,313.2750240000,306.9441220000,298.4678650000
7.4085001900,317.5332640000,316.9889530000,313.2811580000,306.9483640000,298.4695130000
7.4109997700,317.5406490000,316.9961850000,313.2872920000,306.9525760000,298.4711610000
7.4134998300,317.5480650000,317.0034180000,313.2934270000,306.9568180000,298.4728090000
7.4159998900,317.5554500000,317.0106510000,313.2995610000,306.9610600000,298.4744570000
7.4184999500,317.5628360000,317.0179140000,313.3056950000,306.9652710000,298.4761050000
7.4210000000,317.5702210000,317.0251160000,313.3118290000,306.9695130000,298.4777530000
7.4235000600,317.5776060000,317.0323790000,313.3179630000,306.9737550000,298.4794010000
7.4260001200,317.5850220000,317.0396120000,313.3240970000,306.9779660000,298.4810490000
7.4285001800,317.5924070000,317.0468440000,313.3302310000,306.9821780000,298.4826970000
7.4310002300,317.5997920000,317.0540470000,313.3363650000,306.9864200000,298.4843750000
7.4334998100,317.6071780000,317.0612790000,313.3424990000,306.9906310000,298.4860230000
7.4359998700,317.6145630000,317.0685120000,313.3486330000,306.9948730000,298.4876710000
7.4384999300,317.6219480000,317.0757450000,313.3547360000,306.9990840000,298.4893190000
7.4409999800,317.6293330000,317.0829470000,313.3608700000,307.0032960000,298.4909360000
7.4435000400,317.6367190000,317.0901790000,313.3670040000,307.0075380000,298.4926150000
7.4460001000,317.6440730000,317.0974120000,313.3731080000,307.0117490000,298.4942630000
7.4485001600,317.6514590000,317.1046140000,313.3792420000,307.0159610000,298.4959110000
7.4510002100,317.6588440000,317.1118470000,313.3853760000,307.0202030000,298.4975280000
7.4534997900,317.6661990000,317.1190490000,313.3914790000,307.0244140000,298.4991760000
7.4559998500,317.6735840000,317.1262820000,313.3976140000,307.0286250000,298.5008240000
7.4584999100,317.6809690000,317.1334840000,313.4037170000,307.0328370000,298.5024720000
7.4609999700,317.6883240000,317.1406860000,313.4098510000,307.0370480000,298.5041200000
7.4635000200,317.6957090000,317.1479190000,313.4159550000,307.0412600000,298.5057680000
7.4660000800,317.7030640000,317.1551210000,313.4220580000,307.0454710000,298.5074160000
7.4685001400,317.7104490000,317.1623230000,313.4281920000,307.0497130000,298.5090640000
7.4710001900,317.7178040000,317.1695250000,313.4342960000,307.0539250000,298.5107120000
7.4734997700,317.7251590000,317.1767580000,313.4403990000,307.0581050000,298.5123600000
7.4759998300,317.7325440000,317.1839600000,313.4465330000,307.0623170000,298.5139770000
7.4784998900,317.7398990000,317.1911620000,313.4526370000,307.0665280000,298.5156250000
7.4809999500,317.7472530000,317.1983640000,313.4587400000,307.0707400000,298.5172730000
7.4835000000,317.7546080000,317.2055660000,313.4648440000,307.0749510000,298.5189210000
7.4860000600,317.7619630000,317.2127690000,313.4709470000,307.0791630000,298.5205690000
7.4885001200,317.7693180000,317.2199710000,313.4770510000,307.0833740000,298.5222170000
7.4910001800,317.7766720000,317.2271730000,313.4831540000,307.0875850000,298.5238650000
7.4935002300,317.7840270000,317.2343440000,313.4892580000,307.0917970000,298.5254820000
7.4959998100,317.7913820000,317.2415470000,313.4953610000,307.0960080000,298.5271300000
7.4984998700,317.7987370000,317.2487490000,313.5014650000,307.1001890000,298.5287780000
7.5009999300,317.8060910000,317.2559510000,313.5075680000,307.1044010000,298.5303960000
7.5034999800,317.8134460000,317.2631230000,313.5136720000,307.1086120000,298.5320430000
7.5060000400,317.8208010000,317.2703250000,313.5197450000,307.1128230000,298.5336910000
7.5085001000,317.8281250000,317.2774960000,313.5258480000,307.1170040000,298.5353390000
7.5110001600,317.8354800000,317.2846980000,313.5319520000,307.1212160000,298.5369570000
7.5135002100,317.8428340000,317.2918700000,313.5380250000,307.1253970000,298.5386050000
7.5159997900,317.8501590000,317.2990720000,313.5441280000,307.1296080000,298.5402530000
7.5184998500,317.8575130000,317.3062440000,313.5502320000,307.1338200000,298.5419010000
7.5209999100,317.8648380000,317.3134160000,313.5563050000,307.1380000000,298.5435180000
7.5234999700,317.8721920000,317.3206180000,313.5624080000,307.1422120000,298.5451660000
7.5260000200,317.8795170000,317.3277890000,313.5684810000,307.1463930000,298.5468140000
7.5285000800,317.8868410000,317.3349610000,313.5745850000,307.1506040000,298.5484310000
7.5310001400,317.8941650000,317.3421330000,313.5806580000,307.1547850000,298.5500790000
7.5335001900,317.9015200000,317.3493040000,313.5867610000,307.1589660000,298.5516970000
7.5359997700,317.9088440000,317.3564760000,313.5928340000,307.1631770000,298.5533450000
7.5384998300,317.9161680000,317.3636470000,313.5989070000,307.1673580000,298.5549930000
7.5409998900,317.9235230000,317.3708190000,313.6049800000,307.1715700000,298.5566100000
7.5434999500,317.9308170000,317.3779910000,313.6110840000,307.1757510000,298.5582580000
7.5460000000,317.9381710000,317.3851620000,313.6171570000,307.1799320000,298.5598750000
7.5485000600,317.9454650000,317.3923340000,313.6232300000,307.1841130000,298.5615230000
7.5510001200,317.9528200000,317.3995060000,313.6293030000,307.1883240000,298.5631710000
7.5535001800,317.9601440000,317.4066770000,313.6353760000,307.1925050000,298.5647890000
7.5560002300,317.9674380000,317.4138180000,313.6414490000,307.1966860000,298.5664370000
7.5584998100,317.9747620000,317.4209900000,313.6475220000,307.2008670000,298.5680850000
7.5609998700,317.9820860000,317.4281620000,313.6535950000,307.2050480000,298.5697020000
7.5634999300,317.9894100000,317.4353030000,313.6596680000,307.2092290000,298.5713200000
7.5659999800,317.9967350000,317.4424740000,313.6657410000,307.2134400000,298.5729680000
7.5685000400,318.0040280000,317.4496150000,313.6718140000,307.2176210000,298.5745850000
7.5710001000,318.0113530000,317.4567870000,313.6778870000,307.2218020000,298.5762330000
7.5735001600,318.0186460000,317.4639280000,313.6839600000,307.2259830000,298.5778500000
7.5760002100,318.0259700000,317.4711000000,313.6900330000,307.2301640000,298.5794980000
7.5784997900,318.0332640000,317.4782410000,313.6960750000,307.2343440000,298.5811160000
7.5809998500,318.0405880000,317.4853820000,313.7021480000,307.2384950000,298.5827640000
7.5834999100,318.0478820000,317.4925540000,313.7082210000,307.2426760000,298.5843810000
7.5859999700,318.0551760000,317.4996950000,313.7142640000,307.2468570000,298.5860290000
7.5885000200,318.0625000000,317.5068360000,313.7203370000,307.2510380000,298.5876460000
7.5910000800,318.0697940000,317.5139770000,313.7263790000,307.2552190000,298.5892940000
7.5935001400,318.0770870000,317.5211180000,313.7324520000,307.2593990000,298.5909120000
7.5960001900,318.0843810000,317.5282590000,313.7384950000,307.2635800000,298.5925290000
7.5984997700,318.0916750000,317.5354000000,313.7445680000,307.2677610000,298.5941770000
7.6009998300,318.0989990000,317.5425420000,313.7506100000,307.2719120000,298.5957950000
7.6034998900,318.1062930000,317.5496830000,313.7566830000,307.2760930000,298.5974430000
7.6059999500,318.1135560000,317.5568240000,313.7627260000,307.2802730000,298.5990600000
7.6085000000,318.1208800000,317.5639650000,313.7687680000,307.2844240000,298.6006770000
7.6110000600,318.1281740000,317.5711060000,313.7748110000,307.2886050000,298.6022950000
7.6135001200,318.1354370000,317.5782170000,313.7808840000,307.2927550000,298.6039430000
7.6160001800,318.1427310000,317.5853580000,313.7869260000,307.2969360000,298.6055600000
7.6185002300,318.1500240000,317.5924990000,313.7929690000,307.3011170000,298.6071780000
7.6209998100,318.1573180000,317.5996090000,313.7990110000,307.3052670000,298.6088260000
7.6234998700,318.1645810000,317.6067500000,313.8050540000,307.3094480000,298.6104430000
7.6259999300,318.1718750000,317.6138920000,313.8110960000,307.3135990000,298.6120610000
7.6284999800,318.1791690000,317.6210020000,313.8171390000,307.3177800000,298.6137080000
7.6310000400,318.1864320000,317.6281430000,313.8231810000,307.3219300000,298.6153260000
7.6335001000,318.1937260000,317.6352540000,313.8292240000,307.3261110000,298.6169430000
7.6360001600,318.2009890000,317.6423650000,313.8352660000,307.3302610000,298.6185610000
7.6385002100,318.2082820000,317.6494750000,313.8413090000,307.3344120000,298.6202090000
7.6409997900,318.2155460000,317.6566160000,313.8473510000,307.3385930000,298.6218260000
7.6434998500,318.2228090000,317.6637270000,313.8533940000,307.3427430000,298.6234440000
7.6459999100,318.2301030000,317.6708370000,313.8594060000,307.3468930000,298.6250610000
7.6484999700,318.2373660000,317.6779480000,313.8654480000,307.3510740000,298.6266780000
7.6510000200,318.2446290000,317.6850590000,313.8714900000,307.3552250000,298.6282960000
7.6535000800,318.2518920000,317.6922000000,313.8775020000,307.3593750000,298.6299440000
7.6560001400,318.2591550000,317.6993100000,313.8835450000,307.3635250000,298.6315610000
7.6585001900,318.2664180000,317.7064210000,313.8895570000,307.3676760000,298.6331790000
7.6609997700,318.2737120000,317.7135310000,313.8955990000,307.3718260000,298.6347960000
7.6634998300,318.2809450000,317.7206120000,313.9016110000,307.3760070000,298.6364440000
7.6659998900,318.2882080000,317.7277220000,313.9076540000,307.3801570000,298.6380620000
7.6684999500,318.2954710000,317.7348330000,313.9136660000,307.3843080000,298.6396790000
7.6710000000,318.3027340000,317.7419430000,313.9197080000,307.3884580000,298.6412960000
7.6735000600,318.3099980000,317.7490540000,313.9257200000,307.3926090000,298.6429140000
7.6760001200,318.3172610000,317.7561340000,313.9317320000,307.3967590000,298.6445310000
7.6785001800,318.3245240000,317.7632450000,313.9377750000,307.4009090000,298.6461490000
7.6810002300,318.3317570000,317.7703550000,313.9437870000,307.4050600000,298.6477660000
7.6834998100,318.3390200000,317.7774350000,313.9497990000,307.4092100000,298.6493840000
7.6859998700,318.3462830000,317.7845150000,313.9558110000,307.4133610000,298.6510010000
7.6884999300,318.3535160000,317.7916260000,313.9618530000,307.4175110000,298.6526180000
7.6909999800,318.3607790000,317.7987060000,313.9678650000,307.4216310000,298.6542360000
7.6935000400,318.3680110000,317.8058170000,313.9738460000,307.4257810000,298.6558530000
7.6960001000,318.3752750000,317.8128970000,313.9798890000,307.4299320000,298.6574710000
7.6985001600,318.3825070000,317.8199770000,313.9859010000,307.4340820000,298.6590880000
7.7010002100,318.3897400000,317.8270870000,313.9919130000,307.4382320000,298.6607060000
7.7034997900,318.3970030000,317.8341670000,313.9979250000,307.4423520000,298.6623230000
7.7059998500,318.4042360000,317.8412480000,314.0039060000,307.4465030000,298.6639400000
7.7084999100,318.4114690000,317.8483280000,314.0099180000,307.4506530000,298.6655580000
7.7109999700,318.4187010000,317.8554080000,314.0159300000,307.4547730000,298.6671750000
7.7135000200,318.4259640000,317.8624880000,314.0219420000,307.4589230000,298.6687930000
7.7160000800,318.4331670000,317.8695680000,314.0279540000,307.4630740000,298.6704100000
7.7185001400,318.4404300000,317.8766480000,314.0339360000,307.4671940000,298.6720280000
7.7210001900,318.4476620000,317.8837280000,314.0399480000,307.4713440000,298.6736450000
7.7234997700,318.4548950000,317.8908080000,314.0459590000,307.4754640000,298.6752620000
