 Y [ m ], Velocity [ m s^-1 ]
0.0113912681,0.4689933658
0.0114062829,0.4699902237
0.0114212977,0.4709652960
0.0114363125,0.4719393253
0.0114513272,0.4729136825
0.0114663420,0.4738883078
0.0114813568,0.4748632610
0.0114963716,0.4758385122
0.0115113864,0.4768140614
0.0115264012,0.4777899087
0.0115414159,0.4787660241
0.0115564307,0.4797424674
0.0115714455,0.4807191789
0.0115864603,0.4816961587
0.0116014751,0.4826734364
0.0116164899,0.4836509824
0.0116315046,0.4846288264
0.0116465194,0.4856069684
0.0116615342,0.4865853787
0.0116765490,0.4875640571
0.0116915638,0.4885430336
0.0117065785,0.4895222485
0.0117215933,0.4905017614
0.0117366081,0.4914815724
0.0117516229,0.4924616218
0.0117666377,0.4934419096
0.0117816525,0.4944224954
0.0117966672,0.4954033494
0.0118116820,0.4963843823
0.0118266968,0.4973657727
0.0118417116,0.4983473718
0.0118567264,0.4993292689
0.0118717412,0.5003114343
0.0118867559,0.5012938380
0.0119017707,0.5022765398
0.0119167855,0.5032594204
0.0119318003,0.5041514039
0.0119468151,0.5041767359
0.0119618298,0.5041881204
0.0119768446,0.5041995049
0.0119918594,0.5042110682
0.0120068742,0.5042227507
0.0120218890,0.5042344928
0.0120369038,0.5042463541
0.0120519185,0.5042583942
0.0120669333,0.5042704344
0.0120819481,0.5042825937
0.0120969629,0.5042949319
0.0121119777,0.5043073893
0.0121269925,0.5043197870
0.0121420072,0.5043324828
0.0121570220,0.5043451190
0.0121720368,0.5043579340
0.0121870516,0.5043709278
0.0122020664,0.5043839216
0.0122170812,0.5043970347
0.0122320959,0.5044102669
0.0122471107,0.5044236779
0.0122621255,0.5044370890
0.0122771403,0.5044506788
0.0122921551,0.5044643283
0.0123071698,0.5044780970
0.0123221846,0.5044919252
0.0123371994,0.5044662356
0.0123522142,0.5041958690
0.0123672290,0.5039257407
0.0123822438,0.5036557317
0.0123972585,0.5033859611
0.0124122733,0.5031163693
0.0124272881,0.5028470159
0.0124423029,0.5025777221
0.0124573177,0.5023087263
0.0124723325,0.5020398498
0.0124873472,0.5017712116
0.0125023620,0.5015027523
0.0125173768,0.5012344718
0.0125323916,0.5009663105
0.0125474064,0.5006984472
0.0125624212,0.5004307628
0.0125774359,0.5001632571
0.0125924507,0.4998959005
0.0126074655,0.4996287227
0.0126224803,0.4993617833
0.0126374951,0.4990950227
0.0126525098,0.4988284409
0.0126675246,0.4985620678
0.0126825394,0.4982958734
0.0126975542,0.4980298579
0.0127125690,0.4977640510
0.0127275838,0.4974984527
0.0127425985,0.4972330630
0.0127576133,0.4969677925
0.0127726281,0.4967028201
0.0127876429,0.4964379668
0.0128026577,0.4961733222
0.0128176725,0.4959088266
0.0128326872,0.4956445694
0.0128477020,0.4953805506
0.0128627168,0.4951166809
0.0128777316,0.4948530197
0.0128927464,0.4945895672
0.0129077611,0.4943262339
0.0129227759,0.4940631986
0.0129377907,0.4938003123
0.0129528055,0.4935376346
0.0129678203,0.4932751358
0.0129828351,0.4930128753
0.0129978498,0.4927507937
0.0130128646,0.4924888611
0.0130278794,0.4922271669
0.0130428942,0.4919656813
0.0130579090,0.4917043746
0.0130729238,0.4914433062
0.0130879385,0.4911824465
0.0131029533,0.4909217060
0.0131179681,0.4906612337
0.0131329829,0.4904009700
0.0131479977,0.4901408255
0.0131630125,0.4898809791
0.0131780272,0.4896212518
0.0131930420,0.4893618226
0.0132080568,0.4891025722
0.0132230716,0.4888434112
0.0132380864,0.4885845780
0.0132531011,0.4883259237
0.0132681159,0.4880674779
0.0132831307,0.4878092110
0.0132981455,0.4875511527
0.0133131603,0.4872933030
0.0133281751,0.4870356619
0.0133431898,0.4867782593
0.0133582046,0.4865210056
0.0133732194,0.4862639606
0.0133882342,0.4860071540
0.0134032490,0.4857505560
0.0134182638,0.4854941368
0.0134332785,0.4852379859
0.0134482933,0.4849819839
0.0134633081,0.4847261608
0.0134783229,0.4844706357
0.0134933377,0.4842152596
0.0135083525,0.4837911427
0.0135233672,0.4825867415
0.0135383820,0.4813826084
0.0135533968,0.4801787436
0.0135684116,0.4789750874
0.0135834264,0.4777717888
0.0135984411,0.4765686989
0.0136134559,0.4753659368
0.0136284707,0.4741634131
0.0136434855,0.4729611576
0.0136585003,0.4717592001
0.0136735151,0.4705575109
0.0136885298,0.4693561196
0.0137035446,0.4681550264
0.0137185594,0.4669542015
0.0137335742,0.4657536745
0.0137485890,0.4645534754
0.0137636038,0.4633535445
0.0137786185,0.4621538520
0.0137936333,0.4609545469
0.0138086481,0.4597555101
0.0138236629,0.4585567713
0.0138386777,0.4573582709
0.0138536925,0.4561602473
0.0138687072,0.4549624026
0.0138837220,0.4537648857
0.0138987368,0.4525677264
0.0139137516,0.4513708651
0.0139287664,0.4501743317
0.0139437811,0.4489780963
0.0139587959,0.4477822483
0.0139738107,0.4465866983
0.0139888255,0.4453914762
0.0140038403,0.4441966116
0.0140188551,0.4430020154
0.0140338698,0.4418078363
0.0140488846,0.4406139851
0.0140638994,0.4394204617
0.0140789142,0.4382272959
0.0140939290,0.4370344579
0.0141089438,0.4358420074
0.0141239585,0.4346499145
0.0141389733,0.4334581494
0.0141539881,0.4322667718
0.0141690029,0.4310757220
0.0141840177,0.4298851192
0.0141990324,0.4286948741
0.0142140472,0.4275048971
0.0142290620,0.4263621271
0.0142440768,0.4251064062
0.0142590916,0.4239008129
0.0142741064,0.4226955473
0.0142891211,0.4214905798
0.0143041359,0.4200061560
0.0143191507,0.4182015955
0.0143341655,0.4163974822
0.0143491803,0.4145937562
0.0143641951,0.4128015935
0.0143792098,0.4108630419
0.0143942246,0.4089249075
0.0144092394,0.4069870412
0.0144242542,0.4050496221
0.0144392690,0.4031125307
0.0144542838,0.4011758566
0.0144692985,0.3992395103
0.0144843133,0.3973036408
0.0144993281,0.3953680694
0.0145143429,0.3934329152
0.0145293577,0.3914982081
0.0145443724,0.3895639479
0.0145593872,0.3876300454
0.0145744020,0.3856965900
0.0145894168,0.3837635517
0.0146044316,0.3818309605
0.0146194464,0.3798988462
0.0146344611,0.3779671490
0.0146494759,0.3760359287
0.0146644907,0.3741051555
0.0146795055,0.3721748889
0.0146945203,0.3702450991
0.0147095351,0.3683157563
0.0147245498,0.3663869500
0.0147395646,0.3644586206
0.0147545794,0.3625307977
0.0147695942,0.3606035411
0.0147846090,0.3586767912
0.0147996238,0.3567505479
0.0148146385,0.3548249304
0.0148296533,0.3528997898
0.0148446681,0.3509752452
