Time [s],Monitor Point: Coil1 X0 Z0024 (Temperature) [K],Monitor Point: Coil12 X0 Z0089 (Temperature) [K],Monitor Point: Coil12 X00109 Z00864 (Temperature) [K],Monitor Point: Coil12 X0021 Z00893 (Temperature) [K],Monitor Point: Coil6 X0021 Z00533 (Temperature) [K],Monitor Point: CoilsMiddleCenter (Temperature) [K],Monitor Point: Inlet (Temperature) [K],Monitor Point: Inlet (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm0mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm0mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm1mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm1mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm2mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm2mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm3mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm3mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm4mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm4mmTemp (Temperature) [K],Monitor Point: Mp0 (Temperature) [K],Monitor Point: Mp1 (Temperature) [K],Monitor Point: Mp2 (Temperature) [K],Monitor Point: Mp3 (Temperature) [K],Monitor Point: OA1 (Temperature) [K],Monitor Point: OA2 (Temperature) [K],Monitor Point: OutletAVG [K],Monitor Point: OutletTemp (Temperature) [K],Monitor Point: OutletVel (Velocity) [m s^-1],Monitor Point: Pipe0 (Temperature) [K],Monitor Point: Pipe1 (Temperature) [K],Monitor Point: Pipe2 (Temperature) [K],Monitor Point: Thermocouple (Temperature) [K]
0.3100000020,298.1504520000,298.2148740000,298.2703550000,298.3585510000,298.3670040000,298.1726380000,298.1499940000,0.5280068520,0.2695595030,298.1571660000,0.2153307050,298.1549380000,0.2153307050,298.1549380000,0.1267447170,298.1524960000,0.0365703143,298.1505430000,298.1706540000,298.1624450000,298.1589660000,298.1571660000,298.1540530000,298.1521000000,298.1500240000,298.1518250000,0.1735499050,298.2355960000,298.1949460000,298.1706540000,298.3245540000
0.3199999930,298.1504820000,298.2192080000,298.2783200000,298.3722230000,298.3811950000,298.1741330000,298.1499940000,0.5280068520,0.2695595920,298.1578670000,0.2153314800,298.1554260000,0.2153314800,298.1554260000,0.1267442850,298.1527400000,0.0365332142,298.1506040000,298.1723020000,298.1634830000,298.1597900000,298.1578670000,298.1545100000,298.1524050000,298.1500240000,298.1520690000,0.1735260640,298.2414550000,298.1982120000,298.1723020000,298.3359990000
0.3300000130,298.1505130000,298.2236940000,298.2865300000,298.3863530000,298.3958440000,298.1756590000,298.1499940000,0.5280068520,0.2695594730,298.1586000000,0.2153318970,298.1559750000,0.2153318970,298.1559750000,0.1267438830,298.1530150000,0.0364992879,298.1506650000,298.1739810000,298.1645810000,298.1606450000,298.1586000000,298.1549680000,298.1527100000,298.1500550000,298.1523740000,0.1735090610,298.2474670000,298.2015990000,298.1739810000,298.3477780000
0.3400000040,298.1505430000,298.2283020000,298.2950130000,298.4009090000,298.4109190000,298.1772460000,298.1499940000,0.5280068520,0.2695592340,298.1593630000,0.2153320310,298.1565250000,0.2153320310,298.1565250000,0.1267434660,298.1533200000,0.0364681482,298.1507260000,298.1757510000,298.1657100000,298.1615300000,298.1593630000,298.1554870000,298.1530460000,298.1500550000,298.1526490000,0.1734956650,298.2536930000,298.2051090000,298.1757510000,298.3599550000
0.3499999940,298.1505740000,298.2330320000,298.3037110000,298.4158630000,298.4264530000,298.1788940000,298.1499940000,0.5280068520,0.2695589070,298.1601260000,0.2153319870,298.1570740000,0.2153319870,298.1570740000,0.1267430040,298.1536250000,0.0364395157,298.1508180000,298.1775510000,298.1669010000,298.1624450000,298.1601260000,298.1560060000,298.1534120000,298.1500550000,298.1529850000,0.1734839680,298.2601010000,298.2087400000,298.1775510000,298.3724670000
0.3600000140,298.1506040000,298.2379150000,298.3126830000,298.4312740000,298.4424130000,298.1805730000,298.1499940000,0.5280068520,0.2695585790,298.1609500000,0.2153318230,298.1576840000,0.2153318230,298.1576840000,0.1267425270,298.1539310000,0.0364131480,298.1509090000,298.1794430000,298.1681210000,298.1634220000,298.1609500000,298.1565860000,298.1537780000,298.1500550000,298.1533200000,0.1734730150,298.2666930000,298.2124630000,298.1794430000,298.3853150000
0.3700000050,298.1506350000,298.2429500000,298.3218990000,298.4471130000,298.4588320000,298.1823120000,298.1499940000,0.5280068520,0.2695582210,298.1618350000,0.2153315990,298.1582950000,0.2153315990,298.1582950000,0.1267420350,298.1542660000,0.0363888592,298.1509700000,298.1813660000,298.1693730000,298.1644290000,298.1618350000,298.1571660000,298.1541750000,298.1500550000,298.1536870000,0.1734623910,298.2734680000,298.2163090000,298.1813660000,298.3985600000
0.3799999950,298.1506650000,298.2481380000,298.3313600000,298.4633790000,298.4756770000,298.1840820000,298.1499940000,0.5280068520,0.2695578930,298.1627200000,0.2153313760,298.1589360000,0.2153313760,298.1589360000,0.1267415580,298.1546020000,0.0363664813,298.1510620000,298.1833800000,298.1706850000,298.1654360000,298.1627200000,298.1577450000,298.1545720000,298.1500550000,298.1540830000,0.1734519900,298.2804260000,298.2202760000,298.1833800000,298.4121400000
0.3899999860,298.1506960000,298.2534180000,298.3410950000,298.4800720000,298.4929500000,298.1859130000,298.1499940000,0.5280068520,0.2695575650,298.1636350000,0.2153311670,298.1596070000,0.2153311670,298.1596070000,0.1267410960,298.1549380000,0.0363458768,298.1511540000,298.1854250000,298.1720280000,298.1665040000,298.1636350000,298.1583860000,298.1549990000,298.1500550000,298.1544800000,0.1734418420,298.2875980000,298.2243650000,298.1854250000,298.4260860000
0.4000000060,298.1507260000,298.2588810000,298.3510740000,298.4971620000,298.5106810000,298.1877750000,298.1499940000,0.5280068520,0.2695572670,298.1645810000,0.2153309880,298.1603090000,0.2153309880,298.1603090000,0.1267406940,298.1553340000,0.0363269076,298.1512450000,298.1875310000,298.1734010000,298.1676030000,298.1645810000,298.1590580000,298.1554260000,298.1500850000,298.1548770000,0.1734319930,298.2949520000,298.2285160000,298.1875310000,298.4403690000
